item_id,word_id,sense_id,headword,pinyin_tag,pinyin,word_type,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online,ValenceArousal_Valence_Mean,ValenceArousal_Valence_SD,ValenceArousal_Arousal_Mean,ValenceArousal_Arousal_SD,ValenceArousal_Men_Valence_Mean,ValenceArousal_Men_Valence_SD,ValenceArousal_Women_Valence_Mean,ValenceArousal_Women_Valence_SD,ValenceArousal_Men_Arousal_Mean,ValenceArousal_Men_Arousal_SD,ValenceArousal_Women_Arousal_Mean,ValenceArousal_Women_Arousal_SD,SUBTLEXWord_WCount,SUBTLEXWord_W/million,SUBTLEXWord_logW,SUBTLEXWord_W-CD,SUBTLEXWord_W-CD%,SUBTLEXWord_logW-CD,MELD_RT,MELD_RTSD,MELD_zRT,MELD_zRTSD,MELD_ERR,Concreteness_Mean of Valid Ratings,Concreteness_SD of Valid Ratings,CLD_Phonemes,CLD_Frequency,CLD_C1Frequency,CLD_C2Frequency,CLD_FrequencyRaw,CLD_C1FrequencyRaw,CLD_C2FrequencyRaw,CLD_FrequencyWeibo,CLD_C1FrequencyWeibo,CLD_C2FrequencyWeibo,CLD_FrequencyRawWeibo,CLD_C1FrequencyRawWeibo,CLD_C2FrequencyRawWeibo,CLD_PhonologicalFrequency,CLD_C1PhonologicalFrequency,CLD_C2PhonologicalFrequency,CLD_C1FamilySize,CLD_C2FamilySize,CLD_C1FamilyFrequency,CLD_C2FamilyFrequency,CLD_Strokes,CLD_C1Strokes,CLD_C2Strokes,CLD_C1Pixels,CLD_C2Pixels,CLD_C1PictureSize,CLD_C2PictureSize,CLD_C1OLDPixels,CLD_C2OLDPixels,CLD_PhonologicalN,CLD_C1PhonologicalN,CLD_C2PhonologicalN,CLD_PLD,CLD_C1PLD,CLD_C2PLD,CLD_MeanPhonemeFrequency,CLD_C1MeanPhonemeFrequency,CLD_C2MeanPhonemeFrequency,CLD_MinPhonemeFrequency,CLD_C1MinPhonemeFrequency,CLD_C2MinPhonemeFrequency,CLD_MaxPhonemeFrequency,CLD_C1MaxPhonemeFrequency,CLD_C2MaxPhonemeFrequency,CLD_C1InitialPhonemeFrequency,CLD_C2InitialPhonemeFrequency,CLD_MeanDiphoneFrequency,CLD_MinDiphoneFrequency,CLD_MaxDiphoneFrequency,CLD_C1Friends,CLD_C2Friends,CLD_C1HomographTokens,CLD_C2HomographTokens,CLD_C1FriendsFrequency,CLD_C2FriendsFrequency,CLD_C1HomophonesFrequency,CLD_C2HomophonesFrequency,CLD_C1Entropy,CLD_C1BackwardEntropy,CLD_PMI,CLD_PSPMI,CLD_TScore,CLD_PSTScore,CLD_C1ConditionalProbability,CLD_C1BackwardConditionalProbability,CLD_EntropyCharacterFrequencies,AoA_Mean,AoA_SD
946,530,1,心仪,xīnyí,xīnyí,3,"<entry id=""57451""><hwg><hw>心仪</hw><pinyin>xīnyí</pinyin></hwg><def>〈书〉<ps>动</ps>心中仰慕：<ex>～已久。</ex></def>",动词。,动词,〈书〉心中仰慕。,〈书面语〉心中仰慕。,动词。〈书面语〉心中仰慕。,心仪已久。,20,,,1,,,,,0,1.41,0.73,2.52,1.12,1.0,0.63,1.56,0.73,2.88,0.64,2.37,1.26,37,1.1,1.5682,35,0.56,1.5441,704.088717948718,201.929360788155,-0.432879183567155,0.521486722978085,4.8780487804878,3.846154,0.967153,4,7.5019,3688.8741,42.3951,1012,746997,8585,9.6154,4261.9075,39.5504,975,663579,6158,7.9392,9409.8221,626.9311,431,30,4197.7539,50.5856,9,4,5,1899,3162,2545,3718,2520.5,2299.9,1,9,9,1.85,1.45,1.0,217092.6334,194851.6704,283815.5226,69176.805,69176.805,283815.5226,283815.5226,283815.5226,283815.5226,69176.805,283815.5226,25947.4277,25035.8414,26541.7939,435,30,0,0,4940.1112,45.5745,4462.209,573.8547,3.9585,1.4561,3.8279,6.8502,9.5948,29.165,0.0047622,0.5437936600000000,0.0897,13.4545454545455,4.82776959965565
947,531,1,堪称,kānchēng,kānchēng,3,"<entry id=""28850""><hwg><hw>堪称</hw><pinyin>kānchēng</pinyin></hwg><def><ps>动</ps>可以称作；称得上：<ex>～一绝｜～典范。</ex></def>",动词。,动词,可以称作；称得上。,可以称作；称得上。,动词。可以称作；称得上。,堪称典范。,19,,,1,,,,,0,0.68,1.03,1.26,1.19,0.7,1.34,0.67,0.82,1.18,1.08,1.38,1.41,44,1.31,1.6435,43,0.69,1.6335,789.461951219512,197.565550959921,-0.10977077818104,0.600243874501076,0.0,3.958333,0.999094,6,4.0252,43.363,145.3284,543,8781,29429,4.9211,47.8484,149.2678,499,7450,23241,4.0252,70.0371,6.427,15,55,26.9978,125.2928,22,12,10,4022,3862,2517,4124,2706.65,2694.75,0,22,15,2.5,1.0,1.15,154744.6108,193016.1008,116473.1208,26206.8866,26206.8866,28323.5804,321278.7324,321278.7324,231562.6835,26206.8866,28323.5804,29674.4181,1962.8688,69519.2809,15,1,0,54,33.8102,0.7116,32.2016,1.6901,0.6203000000000000,4.0389,9.2737,12.2313,49.8343,139.0911,0.84579439,0.06846552,0.7777,13.2105263157895,4.89420232257198
948,532,1,最好,zuìhǎo,zuìhǎo,3,"<entry id=""69539""><hwg><hw>最好</hw><pinyin>zuìhǎo</pinyin></hwg><def><ps>副</ps>最为适当：<ex>你～早点<small>儿</small>出发｜这件事你～事先通知他一声。</ex></def>",副词。,副词,最为适当。,最为适当。,副词。最为适当。,你最好早点儿出发。,19,,,1,,,,,0,1.55,1.26,2.46,1.45,1.27,1.28,2.14,1.07,1.93,1.44,3.08,1.24,905,26.98,2.9566,795,12.73,2.9004,651.222368421053,205.213398322321,-0.70803705869325,0.636147646973467,5.0,3.384615,1.29852,7,40.0741,2377.6494,7331.8765,5406,481474,1484705,44.3886,2604.2068,6884.6821,4501,405475,1071945,40.0741,3826.2342,9932.8095,24,137,1073.7583,2999.4885,18,12,6,4413,3334,2715,3405,2912.7,2457.05,0,11,23,2.5,1.4,1.0,166540.0275,145827.9114,194156.1824,45738.4062,45738.4062,68424.4996,321278.7324,283815.5226,321278.7324,45738.4062,68424.4996,34106.1861,4466.5827,70491.8829,25,114,0,26,3443.4248,9891.5567,342.7354,1.1787,2.3494,3.6136,2.1177,3.5609,10.1494,19.9047,0.03748284,0.03775192,0.8031,8.04545454545454,4.48783830375969
949,533,1,兆头,zhào·tou,zhàotou,3,"<entry id=""65711""><hwg><hw>兆头</hw><pinyin>zhào·tou</pinyin></hwg><def><ps>名</ps>预兆①：<ex>好～｜坏～｜暴风雨的～。</ex></def>",名词。,名词,预兆。,预兆。,名词。预兆。,好兆头。,12,,,1,,,,,0,-0.25,0.68,2.08,1.06,-0.09,0.83,-0.38,0.51,2.17,1.11,2.0,1.04,116,3.46,2.0645,102,1.63,2.0086,839.339722222222,280.794886802104,-0.0439965484829657,0.848972918473799,10.0,3.88,0.971253,6,4.3736,20.8593,1096.242,590,4224,221989,4.6746,22.5177,1110.5973,474,3506,172920,4.3736,994.2698,527.7391,12,364,16.5827,1147.3758,11,6,5,3278,2650,3683,3076,2711.85,2670.45,0,23,9,2.25,1.0,1.5,159284.1821,192078.0825,126490.2817,42095.2706,62190.2001,42095.2706,321278.7324,321278.7324,192765.315,62190.2001,42095.2706,29084.5411,2169.407,70491.8829,12,49,0,316,13.6768,523.3655,976.2194,0.0,0.7744000000000000,6.142,6.3952,8.6172,18.9582,41.3368,0.81944444,0.00627086,0.1339000000000000,13.3636363636364,5.00043288169424
950,534,1,缺德,quē//dé,quēdé,3,"<entry id=""42813""><hwg><hw>缺德</hw><pinyin>quē//dé</pinyin></hwg><def><ps>形</ps>缺乏好的品德，指人做坏事，恶作剧，开玩笑，使人为难等等：<ex>～话｜～事｜真～。</ex></def>",形容词。,形容词,缺乏好的品德，指人做坏事，恶作剧，开玩笑，使人为难等等。,缺乏好的品德，指人做坏事，恶作剧，开玩笑，使人为难等等。,形容词。缺乏好的品德，指人做坏事，恶作剧，开玩笑，使人为难等等。,缺德事。,38,,,1,,,,,0,-2.18,0.59,2.44,1.15,-2.17,0.75,-2.19,0.54,3.13,0.99,2.16,1.12,45,1.34,1.6532,36,0.58,1.5563,755.129761904762,239.223957243948,-0.367285057399551,0.668779614684561,0.0,3.0,1.251086,5,3.8102,127.2988,420.3901,514,25778,85129,4.6252,145.0996,372.3828,469,22592,57980,3.8102,171.5864,2747.1609,34,62,123.5063,157.9615,25,10,15,3859,4335,3648,4045,2841.9,2789.6,0,5,11,2.85,1.7,1.4,82063.7079,48538.5841,132351.3936,17904.5738,17904.5738,122890.7191,141812.0682,91490.8006,141812.0682,36220.3781,122890.7191,17474.4755,1804.47,55187.6205,34,62,0,0,167.7761,190.9711,0.0,2552.3795,2.7988,2.808,6.111,7.8102,15.9937,29.1132,0.03533375,0.07241476,0.7822,10.7307692307692,3.50494156650512
951,535,1,快感,kuàigǎn,kuàigǎn,3,"<entry id=""29945""><hwg><hw>快感</hw><pinyin>kuàigǎn</pinyin></hwg><def><ps>名</ps>愉快或痛快的感觉：<ex>好的歌舞节目能给人以～。</ex></def>",名词。,名词,愉快或痛快的感觉。,愉快或痛快的感觉。,名词。愉快或痛快的感觉。,好的歌舞节目能给人以快感。,27,,,1,,,,,0,0.96,1.16,3.26,0.71,1.07,1.21,0.8,1.14,3.73,0.47,2.94,0.68,205,6.11,2.3118,158,2.53,2.1987,721.075,222.314689400342,-0.436984397437018,0.669683410813317,0.0,3.590909,1.05375,7,5.7376,2704.5284,1651.6148,774,547667,334452,5.6114,3049.2421,1755.9281,569,474767,273398,5.7376,3260.2001,3290.4893,61,127,1767.3017,2190.9711,20,7,13,3487,4009,3200,4053,2203.75,3017.7,1,9,23,2.65,1.4,1.0,200089.5436,198392.0145,202352.9157,26206.8866,26206.8866,54217.3314,321278.7324,321278.7324,321278.7324,26206.8866,54217.3314,31461.6778,2549.9036,69519.2809,61,127,3,0,2967.828,2247.0274,286.6345,1037.7242,1.4771,3.6961,-0.9163,2.3278,-1.547,4.2979,0.00377854,0.02280831,0.9574,15.0,4.23021711524424
952,536,1,楷模,kǎimó,kǎimó,3,"<entry id=""28802""><hwg><hw>楷模</hw><pinyin>kǎimó</pinyin></hwg><def><ps>名</ps>榜样；模范：<ex>光辉的～。</ex></def>",名词。,名词,榜样；模范。,榜样；模范。,名词。榜样；模范。,光辉的楷模。,17,,,1,,,,,0,2.32,0.8,2.72,0.98,2.19,0.75,2.56,0.88,3.0,0.76,2.59,1.06,48,1.43,1.6812,36,0.58,1.5563,841.683076923077,232.630055816593,0.0453544516354293,0.857586925226841,2.5,2.652174,1.191206,6,0.9266,1.5259,263.2691,125,309,53312,0.7594,1.6699,286.885,77,260,44668,0.9266,83.3284,784.2031,1,32,0.9266,356.1824,28,13,15,4256,4363,3323,3365,2425.9,2312.75,0,16,16,2.35,1.1,1.2,164985.2718,210433.7139,119536.8298,26206.8866,26206.8866,51733.3136,321278.7324,321278.7324,162266.9162,26206.8866,51733.3136,32661.5107,1641.2898,81825.6412,1,26,0,7,0.0148,320.8451,82.387,462.4314,0.0,1.4134,9.9416,13.838,30.1554,116.4775,1.0,0.0405976,0.0512,11.7619048,3.22342616
953,537,1,造成,zàochéng,zàochéng,3,"<entry id=""64873""><hwg><hw>造成</hw><pinyin>zàochéng</pinyin></hwg><def><ps>动</ps>引起；形成（多指不好的结果）：<ex>地震～严重损失｜乱收费～的影响很坏。</ex></def>",动词。,动词,引起；形成（多指不好的结果）。,引起；形成（多指不好的结果）。,动词。引起；形成（多指不好的结果）。,地震造成严重损失。,29,,,1,,,,,0,-0.6,0.68,1.81,1.13,-0.86,0.69,-0.46,0.66,1.89,1.17,1.76,1.15,2251,67.1,3.3524,1446,23.16,3.1602,655.73575,223.615684199333,-0.582468282951167,0.609120403688921,0.0,3.411765,0.891633,6,45.96,283.0667,2464.4938,6200,57321,499060,38.9448,294.5408,2811.2524,3949,45860,437712,45.96,512.7428,4960.2224,68,192,386.3677,2964.6034,16,10,6,3745,3671,2905,3641,2309.35,2575.15,1,23,17,1.9,1.0,1.15,137851.7569,186594.1512,89109.3625,28323.5804,45738.4062,28323.5804,321278.7324,321278.7324,149471.4085,45738.4062,28323.5804,25573.4529,1479.3032,70491.8829,68,192,0,0,360.4225,3288.3469,106.3603,1625.9155,2.2413,3.0439,3.837,7.5798,23.8343,93.281,0.3995875200000000,0.06583908,0.4785000000000000,8.9,3.44734833260519
954,538,1,到处,dàochù,dàochù,3,"<entry id=""10665""><hwg><hw>到处</hw><pinyin>dàochù</pinyin></hwg><def><ps>副</ps>各处；处处：<ex>祖国～是欣欣向荣的景象｜～找也没有找到。</ex></def>",副词。,副词,各处；处处。,各处；处处。,副词。各处；处处。,到处找也没有找到。,20,,,1,,,,,0,-0.03,0.71,1.73,1.22,0.09,0.3,-0.1,0.85,1.44,1.13,2.17,1.33,3511,104.66,3.5454,2278,36.49,3.3576,693.648421052632,285.612364649507,-0.489494460299675,0.77459751862439,2.56410256410256,3.692308,1.225373,5,63.6546,5288.1432,470.1136,8587,1070849,95198,50.0592,5013.6031,426.8208,5076,780618,66456,63.6546,10932.7354,498.3543,83,113,3933.4618,515.3299,13,8,5,3788,3438,3054,3628,2450.1,2782.05,6,23,24,1.7,1.0,1.0,171604.7324,212311.5888,110544.4477,28323.5804,122890.7191,28323.5804,321278.7324,321278.7324,192765.315,122890.7191,28323.5804,26556.262,1479.3032,70491.8829,82,72,1,42,7097.8354,334.3884,3771.2454,100.3113,2.3359,4.0208,3.4734,7.1779,24.1956,95.3423,0.11768495,0.23432938,0.4079000000000000,8.8695652173913,5.31981158096008
955,539,1,特价,tèjià,tèjià,3,"<entry id=""50370""><hwg><hw>特价</hw><pinyin>tèjià</pinyin></hwg><def><ps>名</ps>特别降低的价格：<ex>～商品｜～出售。</ex></def>",名词。,名词,特别降低的价格。,特别降低的价格。,名词。特别降低的价格。,特价商品。,18,,,1,,,,,0,0.72,0.89,3.11,1.19,0.67,0.89,0.77,0.93,3.57,0.53,2.95,1.32,61,1.82,1.7853,51,0.82,1.7076,742.175609756098,223.780428769461,-0.221122369597257,0.986907146893222,0.0,2.774194,1.055452,5,20.7413,781.3284,394.3407,2798,158219,79854,26.9921,706.4483,456.5639,2737,109994,71087,20.7413,697.576,1345.6042,81,106,597.8132,464.0474,16,10,6,3590,3229,2948,3226,2582.05,2147.65,0,15,7,1.95,1.2,1.45,150450.4344,91953.6694,189448.2777,42095.2706,42095.2706,71647.235,321278.7324,141812.0682,321278.7324,42095.2706,71647.235,30355.0612,374.3736,81215.1816,81,106,0,0,652.7057,491.6901,24.129,833.1727,3.5167,4.3525,4.82,5.6883,23.3482,32.0691,0.0427143,0.07491499,0.9204,10.6842105263158,2.86846129055956
956,540,1,诋毁,dǐhuǐ,dǐhuǐ,3,"<entry id=""11178""><hwg><hw>诋毁</hw><pinyin>dǐhuǐ</pinyin></hwg><def><ps>动</ps>毁谤；污蔑：<ex>～别人，抬高自己。</ex></def>",动词。,动词,毁谤；污蔑。,毁谤；污蔑。,动词。毁谤；污蔑。,诋毁别人，抬高自己。,21,,,1,,,,,0,-2.13,0.76,2.54,1.02,-2.22,0.67,-2.07,0.83,2.62,1.04,2.45,1.04,90,2.68,1.9542,78,1.25,1.8921,854.945897435897,369.91984296543,-0.0616593076406771,1.0176480589404,2.5,3.483871,0.99569,6,2.854,2.0395,66.9185,385,413,13551,2.9093,2.0745,40.6294,295,323,6326,2.854,658.7769,284.5738,1,25,2.854,51.0156,20,7,13,3502,3916,3439,3794,2413.6,2913.75,0,16,11,2.25,1.0,1.4,168783.9968,203353.1208,151499.4348,68424.4996,122890.7191,68424.4996,283815.5226,283815.5226,283815.5226,122890.7191,68424.4996,27554.8406,4466.5827,60591.6679,0,25,0,0,0.0,93.2913,655.9229,188.4285,0.0,2.8114,12.7128,13.8055,138.3986,202.132,1.0,0.12226104,0.1923,13.5217391304348,4.46063148013609
957,541,1,呵斥,hēchì,hēchì,3,"<entry id=""20518""><hwg><hw>呵斥</hw><pinyin>hēchì</pinyin></hwg><def><ps>动</ps>大声斥责：<ex>把他～了一顿。</ex>也作呵叱。</def>",动词。,动词,大声斥责。,大声斥责。,动词。大声斥责。,把他呵斥了一顿。,18,,,1,,,,,0,-1.62,0.75,2.5,0.93,-1.6,0.52,-1.63,0.89,2.0,0.94,2.86,0.77,6,0.18,0.7782,6,0.1,0.7782,851.992162162162,325.167373936828,0.0371393075956684,0.976792800294475,7.5,2.677419,1.076634,4,0.5041,133.3827,11.3037,68,27010,2289,0.6114,162.8773,11.9846,62,25360,1866,0.5041,1017.2721,89.6294,8,13,161.1861,15.152,13,8,5,3400,3083,1650,2774,2220.2,2455.8,0,12,12,2.4,1.35,1.4,79962.9411,105118.2839,54807.5982,28323.5804,68424.4996,28323.5804,141812.0682,141812.0682,81291.616,68424.4996,28323.5804,3772.4833,176.3899,7761.7198,12,13,0,0,329.8962,15.7376,686.8718,73.3877,0.3635000000000000,2.367,6.1362,6.2645,5.8697,6.1442,0.0031886,0.03636364,0.3955,11.5652173913043,4.53096504828438
958,542,1,薄弱,bóruò,bóruò,3,"<entry id=""03957""><hwg><hw>薄弱</hw><pinyin>bóruò</pinyin></hwg><def><ps>形</ps>容易破坏或动摇；不雄厚；不坚强：<ex>兵力～｜意志～｜加强工作中的～环节。</ex></def>",形容词。,形容词,容易破坏或动摇；不雄厚；不坚强。,容易破坏或动摇；不雄厚；不坚强。,形容词。容易破坏或动摇；不雄厚；不坚强。,兵力薄弱。,27,,,1,,,,,0,-0.93,0.83,1.4,0.91,-0.91,1.14,-0.94,0.57,1.5,1.09,1.31,0.75,81,2.41,1.9085,66,1.06,1.8195,782.619487179487,302.875617747692,-0.301188078570218,0.784617432750747,2.5,3.291667,0.999094,6,1.9792,68.9531,108.2568,267,13963,21922,1.8343,78.9274,118.3237,186,12289,18423,1.9792,2851.3343,301.9644,37,33,65.6783,111.1045,26,16,10,4522,3798,3440,3295,2983.1,2843.25,0,16,14,2.6,1.2,1.25,117526.8384,123584.6751,111469.0017,27529.8295,63876.8495,27529.8295,162266.9162,162266.9162,162266.9162,63876.8495,27529.8295,33578.5752,282.7279,81825.6412,19,33,19,0,48.7991,135.1297,2800.556,164.8554,2.893,2.867,6.5912,9.1226,13.6709,33.1553,0.14074855,0.02345191,0.9642,13.1428571428571,3.32092930195321
959,543,1,宽敞,kuān·chang,kuānchang,3,"<entry id=""29989""><hwg><hw>宽敞</hw><pinyin>kuān·chang</pinyin></hwg><def><ps>形</ps>宽阔；宽大：<ex>这间屋子很～。</ex></def>",形容词。,形容词,宽阔；宽大。,宽阔；宽大。,形容词。宽阔；宽大。,这间屋子很宽敞。,20,,,1,,,,,0,1.64,0.76,2.04,0.98,1.69,0.85,1.58,0.67,2.38,1.12,1.67,0.65,103,3.07,2.0128,93,1.49,1.9685,788.0955,349.478804147636,-0.190513446820552,0.866437663006318,2.4390243902439,2.769231,1.106623,7,2.9577,70.9235,9.1259,399,14362,1848,2.9191,80.7129,7.8934,296,12567,1229,2.9577,92.2165,1158.7324,29,3,77.7984,10.5856,22,10,12,3397,4445,2878,3902,2457.25,2833.45,3,14,22,2.2,1.15,1.0,177198.42,185328.8047,166357.9071,26206.8866,26206.8866,28323.5804,321278.7324,321278.7324,321278.7324,26206.8866,28323.5804,30088.9387,1962.8688,69519.2809,29,3,0,0,88.599,8.1245,0.6597,1147.6501,2.9582,0.0,10.3005,12.1608,61.0256,116.3485,0.04051996,1.0,0.5119,11.1428571428571,4.06553458090955
960,544,1,狰狞,zhēngníng,zhēngníng,3,"<entry id=""66231""><hwg><hw>狰狞</hw><pinyin>zhēngníng</pinyin></hwg><def><ps>形</ps>（面目）凶恶：<ex>～可畏。</ex></def>",形容词。,形容词,（面目）凶恶。,（面目）凶恶。,形容词。（面目）凶恶。,狰狞可畏。,18,,,1,,,,,0,-2.19,0.88,3.07,0.96,-2.64,0.5,-1.69,0.95,3.5,0.85,2.62,0.87,17,0.51,1.2304,13,0.21,1.1139,731.923076923077,181.122092874186,-0.305143089962138,0.560054572662796,4.8780487804878,3.391304,1.339577,6,1.149,0.8593,0.9531,155,174,193,1.3609,1.0083,1.1111,138,157,173,1.149,451.6383,100.4744,1,2,1.149,1.2898,17,9,8,3951,3184,3821,3403,2567.3,2373.4,0,21,12,2.0,1.0,1.3,161007.387,100398.2357,221616.5382,62190.2001,62190.2001,149471.4085,283815.5226,149471.4085,283815.5226,62190.2001,231562.6835,19930.1023,642.5945,33763.6842,0,2,0,0,0.0,0.1557,450.4893,99.1698,0.0,0.0,17.9833,18.1501,545.6459,578.1225,1.0,1.0,0.9981,12.5,3.77635665227973
961,545,1,风帆,fēngfān,fēngfān,3,"<entry id=""15284""><hwg><hw>风帆</hw><pinyin>fēngfān</pinyin></hwg><def><ps>名</ps>船帆◇<ex>鼓起生活的～。</ex></def>",名词。,名词,船帆。,船帆。,名词。船帆。,鼓起生活的风帆。,16,,,1,,,,,0,0.54,0.72,1.46,1.03,0.53,0.74,0.56,0.73,1.58,0.79,1.36,1.22,16,0.48,1.2041,12,0.19,1.0792,926.461724137931,388.627322270036,0.260984377739893,1.12652635854036,27.5,2.269231,1.150919,6,0.9489,680.2173,24.879,128,137744,5038,1.1045,799.2486,29.6339,112,124443,4614,0.9489,1619.8221,288.9325,252,7,738.8288,14.2328,10,4,6,3423,3856,3363,2600,2560.1,2546.85,4,21,23,1.8,1.0,1.0,140472.0472,88165.8957,192778.1987,25493.1801,25493.1801,25493.1801,321278.7324,149471.4085,321278.7324,25493.1801,25493.1801,24102.599,2113.9733,69519.2809,255,7,0,0,844.0845,23.7658,774.7887,264.2179,4.5258,0.9538,5.8777,7.3596,7.3422,12.4074,0.00212731,0.21917808,0.2202,12.2727272727273,3.80703381827723
962,546,1,远古,yuǎngǔ,yuǎngǔ,3,"<entry id=""64030""><hwg><hw>远古</hw><pinyin>yuǎngǔ</pinyin></hwg><def><ps>名</ps>遥远的古代：<ex>“女娲补天”是从～流传下来的神话。</ex></def>",名词。,名词,遥远的古代。,遥远的古代。,名词。遥远的古代。,“女娲补天”是从远古流传下来的神话。,29,,,1,,,,,0,0.23,0.59,1.55,1.3,0.0,0.45,0.4,0.63,1.27,1.01,1.82,1.54,63,1.88,1.7993,56,0.9,1.7482,767.224166666667,216.802892052073,-0.214041436594116,0.625250784651583,10.0,3.185185,1.301982,5,1.3047,508.1185,184.1975,176,102894,37300,1.1144,522.4599,200.2954,113,81347,31186,1.3047,721.9644,630.0074,71,84,550.8451,152.8243,12,7,5,3447,2865,3020,1220,2261.6,2216.1,1,4,22,2.4,1.65,1.0,108323.705,98211.9595,123491.3232,17904.5738,17904.5738,54217.3314,231562.6835,231562.6835,192765.315,17904.5738,54217.3314,14179.5979,1512.0904,45168.6212,73,85,0,0,720.6597,218.7324,0.0,409.9703,3.574,2.5552,2.5318,6.6057,2.2718,11.1565,0.01027317,0.03700589,0.8358000000000000,12.6071428571429,4.41662923014982
963,547,1,平反,píngfǎn,píngfǎn,3,"<entry id=""39586""><hwg><hw>平反</hw><pinyin>píngfǎn</pinyin></hwg><def><ps>动</ps>把判错的案件或做错的政治结论改正过来：<ex>～昭雪｜～冤案。</ex></def>",动词。,动词,把判错的案件或做错的政治结论改正过来。,把判错的案件或做错的政治结论改正过来。,动词。把判错的案件或做错的政治结论改正过来。,平反冤案。,29,,,1,,,,,0,1.62,0.75,2.36,1.0,1.36,0.67,1.8,0.77,2.55,1.04,2.18,0.98,11,0.33,1.0414,9,0.14,0.9542,767.52175,216.484550901237,-0.24588015351189,0.51690484579571,2.4390243902439,3.411765,1.183668,6,0.4967,585.0321,437.921,67,118469,88679,0.5523,666.2171,467.3025,56,103730,72759,0.4967,1349.7035,673.8028,159,93,730.3706,571.7643,9,5,4,2578,3206,1923,3191,2355.25,2479.2,4,11,24,1.8,1.35,1.0,170878.4062,148978.6138,192778.1987,13648.9103,13648.9103,25493.1801,321278.7324,283815.5226,321278.7324,13648.9103,25493.1801,24003.5567,2113.9733,69519.2809,161,94,1,0,751.0304,613.8918,598.1764,59.4144,3.9391,1.5854,-1.139,3.7225,-0.571,2.3666,0.00094422,0.02077519,0.985,14.304347826087,3.59841862500606
964,548,1,公德,gōngdé,gōngdé,3,"<entry id=""17700""><hwg><hw>公德</hw><pinyin>gōngdé</pinyin></hwg><def><ps>名</ps>公共道德：<ex>讲～｜社会～。</ex></def>",名词。,名词,公共道德。,公共道德。,名词。公共道德。,讲公德。,14,,,1,,,,,0,1.64,1.08,2.56,0.82,1.4,1.12,2.0,0.94,2.33,0.89,2.77,0.73,3,0.09,0.4771,3,0.05,0.4771,710.3145,167.725372237033,-0.378137543662786,0.575639581911103,2.4390243902439,3.272727,1.241421,5,0.6004,897.0864,420.3901,81,181660,85129,0.7692,914.3738,372.3828,78,142368,57980,2.3351,3244.7665,2747.1609,162,62,1209.785,157.9615,19,4,15,2474,4335,3193,4045,2586.95,2789.6,3,15,11,1.85,1.25,1.4,99843.3373,78171.2997,132351.3936,30825.1594,30825.1594,122890.7191,149471.4085,149471.4085,141812.0682,54217.3314,122890.7191,23263.7973,3485.5226,55187.6205,164,62,0,0,1233.1653,194.1809,2011.0007,2552.3795,4.2381,2.808,0.2643000000000000,2.1069,0.1421,1.2349,0.00067814,0.01141167,0.9034,12.4761904761905,4.58932508784296
965,549,1,懂事,dǒng//shì,dǒngshì,3,"<entry id=""12373""><hwg><hw>懂事</hw><pinyin>dǒng//shì</pinyin></hwg><def><ps>形</ps>了解别人的意图或一般事理：<ex>这孩子很～｜他不怎么～。</ex></def>",形容词。,形容词,了解别人的意图或一般事理。,了解别人的意图或一般事理。,形容词。了解别人的意图或一般事理。,这孩子很懂事。,26,,,1,,,,,0,1.91,0.79,1.94,1.0,2.0,0.77,1.83,0.83,2.11,0.93,1.86,1.04,111,3.31,2.0453,99,1.59,1.9956,694.039756097561,212.777748172686,-0.433611740401066,0.689583039589421,0.0,3.291667,1.232853,5,14.848,297.1654,2513.6148,2003,60176,509007,18.6588,336.6602,2114.9069,1892,52418,329291,17.6279,421.1787,32940.1705,6,227,107.5834,2074.2476,24,16,8,4787,4113,2889,1990,3011.05,2452.65,4,16,13,1.8,1.2,1.35,94823.2706,101062.429,85464.533,30825.1594,30825.1594,81291.616,149471.4085,149471.4085,89637.45,122890.7191,89637.45,20978.4618,3803.6694,45404.0845,6,226,0,3,386.0044,3215.1371,20.3262,29710.1853,0.6449,4.5171,4.7185,5.8207,19.0202,28.4563,0.1452712500000000,0.01728378,0.4869,8.75,4.21619683950758
