subject,file,stimuli_order,item_id,headword,meaning,example,Response,RT_ms
6,cleaned_3b,757,893,脉金,名词。中医指给医生的酬金。,老中医经验丰富，治好了疑难杂症，这笔丰厚的脉金实属应该。,7,15837.20000002393
6,cleaned_3b,758,261,呱呱,拟声词。形容鸭子、青蛙等的响亮的叫声。,夜晚的池塘边，青蛙们呱呱地叫着，像是在举行一场盛大的音乐会。,4,16738.70000002393
6,cleaned_3b,759,306,地道,形容词。真正是有名产地出产的。,地道药材。,5,8300.999999976251
6,cleaned_3b,760,703,水火,名词。水深火热的略语，比喻苦难的处境。,共产党拯救人民于水火之中。,6,3435.700000023935
6,cleaned_3b,761,1042,避讳,动词。封建时代为了维护等级制度的尊严，说话写文章时遇到君主或尊亲的名字都不直接说出或写出，叫作避讳。,始皇名政，别人一定要避讳。,6,6353.200000023935
6,cleaned_3b,762,197,华胄,名词。〈书面语〉贵族的后裔。,衣冠华胄。,7,3069.399999999907
6,cleaned_3b,763,141,做工,名词。指制作的技术或质量。,这件衣服做工很细。,5,39813.10000000009
6,cleaned_3b,764,595,支派,动词。支使；调动。,这上上下下多少听差都得我支派，我忙不开。,7,13869.29999997607
6,cleaned_3b,765,123,使得,动词。（意图、计划、事物）引起一定的结果。,科学种田使得粮食产量有了大幅度提高。,4,3942.500000023749
6,cleaned_3b,766,495,得了,动词。表示制止或同意。,得了，别再说了。,4,5754.100000000093
6,cleaned_3b,767,111,作为,名词。所作所为；行为。,评论一个人，不但要根据他的谈吐，而且更需要根据他的作为。,5,12906.60000002384
6,cleaned_3b,768,85,中学,名词。对青少年实施中等教育的学校。,在中学教育方面，要逐步改变普通高中过多，职业中学太少的状况。,5,5074.600000000093
6,cleaned_3b,769,791,牙子,名词。旧时为买卖双方撮合从中取得佣金的人（通常卖方为农民、渔民等小生产者，买方为收购商或消费者）。,旧时的市集上，牙子们穿梭于人群之中，为买卖双方牵线搭桥。,7,16024.69999995222
6,cleaned_3b,770,514,成年,副词。〈口语〉整年。,成年在外奔忙。,5,3530.399999928661
6,cleaned_3b,771,692,死期,形容词。〈口语〉属性词。定期。,这笔钱存的是死期。,7,6736.000000023749
6,cleaned_3b,772,483,引领,动词。〈书面语〉伸直脖子（远望），形容盼望殷切。,引领东向，遥望亲人。,7,14310.39999999991
6,cleaned_3b,773,810,生地,名词。生荒地。,这片生地蕴含着丰富的肥力，非常适合农作物的种植。,7,14265.79999992857
6,cleaned_3b,774,612,文饰,名词。文辞方面的修饰。,这段描写，文饰较少。,7,3938.899999999907
6,cleaned_3b,775,75,世故,形容词。（处事待人）圆滑，不得罪人。,这人有些世故，不大愿意给人提意见。,7,11196.79999997607
6,cleaned_3b,776,1085,青丝,名词。〈书面语〉比喻黑发（多用于女性）。,一缕青丝。,7,8867.900000023656
6,cleaned_3b,777,867,结实,形容词。坚固；牢固。,这双鞋很结实。,5,5903.599999928381
6,cleaned_3b,778,274,哈喇,动词。杀死（多见于早期白话）。,不如只一刀哈喇了他。,7,3768.399999928661
6,cleaned_3b,779,397,对号,名词。表示正确的符号，用于批改学生作业或试卷。如“○”、“√”等。,在考试中，学生完成答题卡或试卷后，老师会使用对号来标记正确的答案。,4,6692.699999952223
6,cleaned_3b,780,155,几何,名词。几何学。,你怎么把几何课本的包书纸去掉了呢？,5,7344.999999952503
6,cleaned_3b,781,192,包金,动词。把极薄的金箔包在金属首饰外面。,包金项链。,7,12574.69999992847
6,cleaned_3b,782,1060,针眼,名词。被针扎过之后所留下的小孔。,我的皮肤比较敏感，每次打针后针眼周围都会有些痒，需要过一阵才会好。,4,7800.699999975972
6,cleaned_3b,783,9998,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,4789.700000023935
6,cleaned_3b,784,188,劈刀,名词。刀背较厚的刀，用来劈竹子、木头等。,看着前面一人多高的荆棘，爷爷举起劈刀向荆棘野草砍去。,5,6802.799999928568
6,cleaned_3b,785,51,下来,动词；趋向动词。用在形容词后，表示某种状态开始出现并继续发展。,天色渐渐黑下来。,4,11902.09999995213
6,cleaned_3b,786,39,下子,动词。播下种子。,农民们在春天辛勤劳作，及时下子，期待着秋天的丰收。,7,7817.200000000186
6,cleaned_3b,787,419,小子,名词。〈口语〉人（用于男性，含轻蔑意）。,这小子真坏！,5,5824.59999995213
6,cleaned_3b,788,1037,通电,名词。公开发表的宣布政治上某种主张的电报。,发出通电。,7,27139.89999997616
6,cleaned_3b,789,209,去势,名词。动作或事情在终了时的气势。,来头大，去势小。,7,17355.90000002366
6,cleaned_3b,790,376,好事,形容词。好管闲事；喜欢多事。,好事之徒。,7,4364.399999952409
6,cleaned_3b,791,464,开拍,动词。开始拍摄（影视片等）。,这部影片由去年初开拍，直至今年底才停机。,5,9305.899999976158
6,cleaned_3b,792,471,开方,动词。求一个数的方根的运算，如81开4次方得±3。,数学老师在黑板上为我们演示了如何进行开方运算。,7,7830.699999975972
6,cleaned_3b,793,518,成服,名词。制成后出售的服装。,该厂年生产成服万件。,7,11470.50000002375
6,cleaned_3b,794,76,东西,名词。方位词；东边和西边。,文殊院前边的文殊台比较宽阔些，可是靠南突出的东西两块大石，顶部凿平，留着边缘作自然的栏杆，那地位更窄了。,5,15930.90000002366
6,cleaned_3b,795,249,名优,形容词；属性词。有名的，高质量的（商品）。,名优产品。,7,9251.799999976065
6,cleaned_3b,796,560,抬杠,动词。指用杠子抬运灵柩。,那四个长工里头，有一个原是抬杠的团头出身，只因有一膀好力气，认识邓九公，便投在他庄上。,7,12980.99999992829
6,cleaned_3b,797,303,地头,名词。田地的两端。,请大家在地头休息一会儿。,7,7036.499999952503
6,cleaned_3b,798,583,推展,动词。推介展销。,商场举办羊绒精品推展活动。,7,12847.30000002403
6,cleaned_3b,799,880,罢了,助词。用在陈述句的末尾，表示“仅此而已”，常跟“不过、无非、只是”等词前后呼应。,别当真，我只是开个玩笑罢了。,6,4796.999999976251
6,cleaned_3b,800,336,大作,动词。猛烈发作或发生。,狂风大作。,6,3542.299999999814
6,cleaned_3b,801,738,清明,形容词。（政治）有法度，有条理。,清明之治。,7,13864.20000002393
6,cleaned_3b,802,12,上头,名词；方位词。上面。,当心上头东西砸下来。,7,9822.799999952316
6,cleaned_3b,803,1095,风头,名词。风的势头。,这风头是这样劲，使他们站立不稳。,7,5086.899999976158
6,cleaned_3b,804,486,当头,副词。正对着头；迎头。,当头一棒。,6,3723.100000000093
6,cleaned_3b,805,463,开展,动词。展览会开始展出。,一年一度的春节花展明天开展。,5,5177.200000000186
6,cleaned_3b,806,539,扶桑,名词。神话中海外的大树，据说太阳从这里出来。,这棵神话中的扶桑树，不仅是日出的象征，也寄托了古人对自然力量的敬畏与向往。,7,9962.299999976065
6,cleaned_3b,807,628,方家,名词。指医生。中医以方剂治病，所以称方家。,方家医案。,7,5843
6,cleaned_3b,808,282,喁喁,拟声词。〈书面语〉形容说话的声音（多用于小声说话）。,喁喁私语。,7,2080.599999928381
6,cleaned_3b,809,254,吐气,动词。发泄出积在胸中的委屈或怨恨而感到痛快。,扬眉吐气。,5,8842.499999976251
6,cleaned_3b,810,708,水龙,名词。消防用的引水工具，多用数条长的帆布输水管接成，一端有金属制的喷嘴，另一端和水源连接。,消防员迅速拿起水龙，对准火源喷水灭火。,6,10732.29999999981
6,cleaned_3b,811,1099,飞白,名词。修辞手法，指故意运用白字（别字）达到某种修辞效果。如把“吹毛求疵”改成“吹毛求屁”，把“研究研究”说成“烟酒烟酒”等。,今天课上李老师给我们讲了飞白的修辞手法。,7,13899.69999995222
6,cleaned_3b,812,851,科考,动词。科学考察。,深入南极腹地进行科考。,7,7117.899999928661
6,cleaned_3b,813,224,口子,名词。（山谷、水道等）大的豁口。,山谷的口子上有一座选矿厂。,7,9764.199999952223
6,cleaned_3b,814,578,指画,动词。挥动手指；指点。,孩子们指画着，“看，飞机！三架！又三架！”,6,14256.60000002384
6,cleaned_3b,815,673,标金,名词。投标时的押金。,在这次建筑工程的投标中，每个竞标者都需要缴纳一定金额的标金。,7,27809.50000002375
6,cleaned_3b,816,220,受用,动词。享用；得益。,学会这种本领，一辈子受用不尽。,6,4035.499999952503
6,cleaned_3b,817,426,尽量,副词。表示力求在一定范围内达到最大限度。,把你知道的尽量告诉给大家。,7,13807.70000000019
6,cleaned_3b,818,370,女人,名词。女性的成年人。,女人的名字不应该是弱者。,4,7162.699999952223
6,cleaned_3b,819,822,用心,名词。怀着的某种念头。,别有用心。,6,13465.39999995241
6,cleaned_3b,820,70,不得,动词；助动词。用在别的动词前，表示不许可。,不得大声喧哗。,3,5168.400000023656
6,cleaned_3b,821,1098,飞白,名词。一种特殊的书法，笔画中露出一丝丝的白地，像用枯笔写成的样子。也叫飞白书。,他的飞白书写的很是不错，经常受到老教授的赞赏。,7,14624.89999999991
6,cleaned_3b,822,581,授命,动词。下命令（多指某些国家的元首下命令）。,总统授命总理组阁。,7,6646.500000023749
6,cleaned_3b,823,22,上色,形容词；属性词。上等的；高级的。,上色绿茶。,7,2487.600000023842
6,cleaned_3b,824,78,东西,名词。泛指各种具体的或抽象的事物。,他买东西去了。,7,10100.60000002384
6,cleaned_3b,825,548,把子,名词。戏曲中所使用的武器的总称，也指开打的动作。,练把子。,7,3348.999999928288
6,cleaned_3b,826,1106,黑人,名词。指黑种人。,那一船挤得满满的包身工，装载密度不亚于十八世纪贩卖黑人的奴隶船。,4,3549.700000023935
6,cleaned_3b,827,749,满怀,动词。心中充满。,满怀信心。,4,4642.399999999907
6,cleaned_3b,828,406,对眼,形容词。〈口语〉合乎自己的眼光；满意。,几块花布看着都不对眼。,4,5743.100000023842
6,cleaned_3b,829,886,翻腾,动词。翻动。,几个柜子都翻腾到了，也没找着那件衣服。,4,4241.299999999814
6,cleaned_3b,830,126,倒仓,动词。把仓里的粮食全取出来，晾晒之后，再装进去。,今年秋天，我们要对粮仓进行倒仓，确保粮食干燥不霉变。,7,4031.09999995213
6,cleaned_3b,831,229,口服,动词。内服。,口服药。,7,6384.400000023656
6,cleaned_3b,832,758,点子,名词。液体的小滴。,雨点子。,6,5499.09999995213
6,cleaned_3b,833,43,下手,名词。下家。,你这张王牌打出去，下手就只能认输。,7,4719.799999928568
6,cleaned_3b,834,517,成服,动词。旧俗丧礼中死者的亲属穿上丧服叫作成服。,遵礼成服。,7,6602.999999928288
6,cleaned_3b,835,573,招子,名词。招贴。,他到处贴招子，想找个熟练工。,7,7412.399999928661
6,cleaned_3b,836,577,挂单,动词。指金融市场交易中，投资者决定买卖时，通过电话、计算机等向交易系统发出买卖指令。,如果您已办理了一笔获利挂单、止损挂单或双向挂单，可以在其成交前，以一个更好的价格委托卖出上述挂单将要买入的币种，当原挂单成交后，追加委托挂单自动生效。,7,11440.19999992847
6,cleaned_3b,837,955,说法,动词。讲解佛法。,都到七宝莲台之下，各听如来说法。,7,7961.700000000186
6,cleaned_3b,838,622,新生,名词。新生命。,获得新生。,5,8283.299999952316
6,cleaned_3b,839,768,烟火,名词。烟火食。,不食人间烟火。,5,4096.100000000093
6,cleaned_3b,840,744,清音,名词。发音时声带不振动的音。,当学习发音技巧时，我们了解到清音是指发音时声带不振动的音。,7,13767.5
6,cleaned_3b,841,375,好事,名词。喜庆事。,少爷考上大学，这是大好事，太太为何落泪？,3,3929.299999928568
6,cleaned_3b,842,206,压制,动词。竭力限制或制止；抑制。,压制不住自己的愤怒。,5,7152.699999975972
6,cleaned_3b,843,317,垫圈,名词。垫在被连接件与螺母之间的零件，一般为扁平形的金属环。,为了防止水管漏水，工人们在接口处安装了新的垫圈。,7,9220.89999995241
6,cleaned_3b,844,1103,马号,名词。骑兵用的较细长的军号。,小号兵端起拴着红绸布的小马号，仰起脖来，对着朝霞烧红了的天空，吹起了节奏快速高亢的集合号。,7,13148.70000000019
6,cleaned_3b,845,7,丈人,名词。岳父。,你丈人这样困难，做女婿的替丈人还点债，不是应当的吗？,6,7656.59999995213
6,cleaned_3b,846,803,现世,名词。今生；这一辈子。,现世报。,6,7159.100000000093
6,cleaned_3b,847,853,空乏,形容词。空洞乏味。,内容空乏。,5,2659.599999928381
6,cleaned_3b,848,494,当日,名词；时间词。当天。,当日的事，当日做完。,5,7858.300000024028
6,cleaned_3b,849,847,神道,名词。墓道。,神道碑。,7,3682.399999952409
6,cleaned_3b,850,501,急难,名词。危急的事；危难。,急难之中见人心。,7,18969.09999997634
6,cleaned_3b,851,916,花冠,名词。旧时妇女出嫁时戴的装饰华丽的帽子。,那位新娘头戴华丽的花冠，步入了婚姻的殿堂。,6,9897.799999999814
6,cleaned_3b,852,1102,马号,名词。公家或大户人家养马的地方。,王磊说着，几步跨出营房就到马号去牵马。,7,4635.900000023656
6,cleaned_3b,853,260,呱呱,拟声词。〈书面语〉形容小儿哭声。,呱呱而泣。,4,4838.299999976065
6,cleaned_3b,854,283,喳喳,拟声词。形容小声说话的声音。,嘁嘁喳喳。,4,3626.799999999814
6,cleaned_3b,855,635,星火,名词。微小的火。,星火燎原。,6,2930.999999952503
6,cleaned_3b,856,591,摩挲,动词。用手抚摩。,她欣赏似地摩挲着手里的茶壶。,6,4089.099999928381
6,cleaned_3b,857,161,出来,动词。出现。,经过讨论，出来两种相反的意见。,5,7032.699999975972
6,cleaned_3b,858,475,开通,动词。交通、通信等线路开始使用。,国内卫星通信网昨天开通。,5,5674.09999995213
6,cleaned_3b,859,456,开口,动词。张开嘴说话。,没等我开口，他就抢先替我说了。,5,32846.79999992857
6,cleaned_3b,860,321,外带,动词。又加上；外加。,她要洗衣、做饭，外带照顾老人，没有时间干别的事了。,6,7573.700000023469
6,cleaned_3b,861,1029,透析,动词。透彻分析。,这部书从美学的角度透析了诗歌创作的方法。,6,13233.80000002403
6,cleaned_3b,862,435,差使,动词。差遣；派遣。,差使人去送信。,6,3535.700000000186
6,cleaned_3b,863,664,来得,动词。〈口语〉胜任。,他说话有点儿口吃，笔底下倒来得。,7,11827.29999997653
6,cleaned_3b,864,9998,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3527.600000023842
6,cleaned_3b,865,300,地下,名词。地面之下；地层内部。,地下商场。,4,4755.200000000186
6,cleaned_3b,866,1069,闷气,名词。郁结在心里没有发泄的怨恨或愤怒。,有意见就提，别生闷气！,4,10767.50000002421
6,cleaned_3b,867,437,师弟,名词。称同从一个师傅或老师学习而从师的时间在自己之后的男子。,我有一个师弟，现在东京大相国寺住持。,6,12822.19999995269
6,cleaned_3b,868,676,款款,副词。〈书面语〉慢慢地。,款款而行。,6,10600.90000002366
6,cleaned_3b,869,966,谦辞,名词。表示谦虚的言辞，如“过奖、不敢当”等。也作谦词。,与人交往时，恰当使用谦辞能够给对方留下良好的印象。,7,18221.70000000019
6,cleaned_3b,870,439,师弟,名词。〈书面语〉老师和学生。,师弟之谊。,7,4556.599999928847
6,cleaned_3b,871,326,多少,名词。指数量的大小。,多少不等，长短不齐。,4,15821.20000000019
6,cleaned_3b,872,404,对开,形容词；属性词。印刷上指相当于整张纸的二分之一的（纸）。,这种纸是对开大小，正好符合我的绘画需求。,5,5366.199999975972
6,cleaned_3b,873,266,呼噜,名词。〈口语〉睡着时由于呼吸受阻而发出的粗重的呼吸声；鼾声。,打呼噜。,4,9726.999999952503
6,cleaned_3b,874,565,拆散,动词。使成套的物件分散。,这套瓷器千万不要拆散了。,4,22446.29999995232
6,cleaned_3b,875,603,整点,名词。以小时为单位表示整数的钟点。,整点报时。,4,14471.40000002366
6,cleaned_3b,876,1047,郁郁,形容词。〈书面语〉（草木）茂密。,郁郁葱葱。,6,2914.600000023842
6,cleaned_3b,877,814,生息,动词。〈书面语〉繁殖（人口）。,休养生息。,6,5454.900000023656
6,cleaned_3b,878,279,唱名,名词。指唱歌时所用的do、re、mi、fa、sol、la、si（或ti）七个固定音节。,在音乐课上，老师教导我们如何使用唱名来准确地唱出旋律。,7,2981.899999951944
6,cleaned_3b,879,656,机制,名词。机体的构造、功能和相互关系，如动脉硬化的机制。,人体内的免疫机制是一种精妙的设计，它能够识别和抵御外来病原体，保护我们的健康。,6,16038.2999999281
6,cleaned_3b,880,1039,通经,动词。中医指用药物、针灸等使月经通畅。,益血通经。,7,5434.899999951944
6,cleaned_3b,881,733,清亮,形容词。清脆响亮。,嗓音清亮。,5,10234.99999997579
6,cleaned_3b,882,712,油嘴,名词。油嘴的人。,他是个不折不扣的油嘴，说话总是半真半假，让人难以捉摸他的真实意图。,7,10415.99999997579
6,cleaned_3b,883,554,抢拍,动词。拍摄变动状态的人或景物时，抓住时机及时拍摄。,在战地采访时，他抢拍了不少惊险的镜头。,6,4483.999999952503
6,cleaned_3b,884,897,自在,形容词。自由；不受拘束。,逍遥自在。,4,3630.799999999814
6,cleaned_3b,885,1043,避讳,动词。不愿说出或听到某些会引起不愉快的字眼儿。,行船的人避讳“翻、沉”等字眼儿。,6,6131.499999952503
6,cleaned_3b,886,1049,重利,名词。很高的利息。,重利盘剥。,7,5432.599999999627
6,cleaned_3b,887,877,罗锅,名词。指驼背的人。,这人是个罗锅儿。,7,2723.199999975972
6,cleaned_3b,888,232,口轻,形容词。（驴、马等）年龄小。,口轻的骡子。,7,3101.499999928288
6,cleaned_3b,889,246,同行,名词。同行业的人。,路上碰到一个同行，聊了几句。,6,5703.799999928102
6,cleaned_3b,890,826,白地,名词。没有树木、房屋等的土地。,村子被烧成一片白地。,7,3745.399999976158
6,cleaned_3b,891,168,分别,动词。辨别。,分别轻重缓急。,5,6762.900000000373
6,cleaned_3b,892,503,息影,动词。指影视演员结束演艺生涯，不再拍戏。,自从她结婚后，就宣布息影，专心于家庭生活。,6,6105.299999928102
6,cleaned_3b,893,333,大事,名词。重大的或重要的事情。,国家大事。,5,8153.499999928288
6,cleaned_3b,894,961,调拨,动词。调动拨付（多指物资）。,调拨款项。,7,13803.89999995194
6,cleaned_3b,895,933,行经,动词。来月经。,女子行经时，最好采用淋浴的方式沐浴。,7,11441.90000000037
6,cleaned_3b,896,776,热炒,名词。炒出来趁热吃的菜肴（对“冷盘”而言）。,赵朴斋留着王谢两位便饭，而且到镇上的馆子里叫了一斤花雕，两碟冷荤，两道热炒。,7,11417.09999995213
6,cleaned_3b,897,427,尽量,动词。达到最大限度。,喝了半斤白酒，还没尽量。,7,5354.099999928847
6,cleaned_3b,898,542,批号,名词。成批生产的产品的编号。,这些药品没有批号、生产日期和产地。,6,10918.70000002347
6,cleaned_3b,899,751,满怀,动词。指所饲养的适龄的母畜全部怀孕。,今年的养殖场真是大丰收，所有的适龄母牛都满怀了，预计不久就会有大量的小牛犊降生。,7,14095.39999992866
6,cleaned_3b,900,763,点播,动词。播种的一种方法，每隔一定距离挖一小坑，放入种子。也叫点种。,农民们在田地里仔细地进行点播，期待秋季的丰收。,7,7628.499999975786
6,cleaned_3b,901,163,出来,动词；趋向动词。用在动词后，表示动作完成或实现。,写出来。,4,3861.200000023469
6,cleaned_3b,902,150,冲顶,动词。足球比赛中运动员向前跃起用头顶球。,下半时，9号孙贤禄一个头球冲顶，一个门前单骑入关，又为辽军拿下两球。,7,3202.599999976344
6,cleaned_3b,903,227,口子,量词。〈口语〉跟“那、这”连用，称说自己或别人的配偶。,我们家那口子整天都很忙。,6,9370.499999928288
6,cleaned_3b,904,866,结实,动词。长出果实。,我每年看见树林里底果木开花结实。,6,16008.99999992829
6,cleaned_3b,905,686,正经,形容词。严肃而认真。,他很正经地和我谈这件事。,6,6625.100000023842
6,cleaned_3b,906,95,乖乖,叹词。表示惊讶或赞叹。,乖乖，外边真冷！,6,5460.800000024028
6,cleaned_3b,907,769,烟火,名词。〈书面语〉烽火；战火。,北边自宣帝以来，数世不见烟火之警，人民炽盛，牛羊布野。,6,13788.7999999281
6,cleaned_3b,908,222,受累,动词。受到拖累或连累。,一人出事，全家受累。,6,6818
6,cleaned_3b,909,598,教学,动词。教书。,在乡村集镇上教小学，教学以外的杂事很多：赛神唱戏写通知，写神庙对联，村里人有了红白大事写请柬、谢帖、庚贴(婚约)、灵牌。,4,15828.4999999525
6,cleaned_3b,910,901,自然,名词。自然界。,大自然。,3,7707.800000024028
6,cleaned_3b,911,700,水族,名词。我国少数民族之一，分布在贵州。,这位学者对水族的历史和习俗进行了深入的研究。,7,10416.69999997597
6,cleaned_3b,912,474,开通,动词。使原来闭塞的（如思想、风气等）不闭塞。,开通风气。,6,3573.199999952689
6,cleaned_3b,913,505,恰恰,名词。拉丁舞的一种，源于墨西哥。4/4拍，舞曲节奏轻快，胯部摆动明显，舞姿诙谐风趣。［英cha-cha］,周末晚上，我和朋友们一起去学习恰恰舞，感觉既有趣又能锻炼身体。,7,28421.4999999525
6,cleaned_3b,914,602,整点,动词。整理和清点。,家具用品都已整点清楚。,6,5108.59999995213
6,cleaned_3b,915,1035,通电,动词。使电流通过；输送电能。,鸿渐身心仿佛通电似的发麻。,6,7503.299999952316
6,cleaned_3b,916,35,下去,动词。由高处到低处去。,从斜井下去一百米，就到工作面。,3,15354.69999997597
6,cleaned_3b,917,218,发送,动词。发出；送出。,发送文件。,4,4006.099999976344
6,cleaned_3b,918,73,不爽,形容词。没有差错。,屡试不爽。,7,2737.399999976158
6,cleaned_3b,919,818,用人,动词。选择与使用人员。,用人不当。,6,10124.89999997616
6,cleaned_3b,920,221,受用,形容词。身心舒服（多用于否定式）。,听了这番话，他心里很不受用。,6,14499.79999997653
6,cleaned_3b,921,214,反正,副词。表示情况虽然不同而结果并无区别。,反正去不去都是一样。,6,9615.400000023656
6,cleaned_3b,922,1077,难处,名词。困难。,各有各的难处。,5,12549.79999997653
6,cleaned_3b,923,908,自重,动词。注意自己的言行。,请自重些！,7,2357.899999928661
6,cleaned_3b,924,395,对号,动词。查对相合的号数。,对号入座。,6,8737.70000002347
6,cleaned_3b,925,1089,面子,名词。情面。,碍于面子，只好答应了。,6,10210.49999997579
6,cleaned_3b,926,368,套播,动词。套作。,他计划套播玉米一百亩。,7,11126.90000002366
6,cleaned_3b,927,13,上来,动词。开始；起头。,一上来就很卖力气。,5,6066.500000024214
6,cleaned_3b,928,1061,针眼,名词。睑腺炎的通称。,医生说我的针眼是由于眼部卫生不佳引起的，需要涂抹药膏治疗。,5,8849.39999992866
6,cleaned_3b,929,344,大方,名词。绿茶的一种，产于安徽歙县、浙江淳安等地。,这款大方绿茶真是让人惊艳，它的口感醇厚而细腻，香气清新持久，每一口都让人仿佛置身于茶园的清新之中。,7,3741
6,cleaned_3b,930,199,单方,形容词；属性词。单方面的。,他们竟然单方撕毁了合约。,6,9239.400000000373
6,cleaned_3b,931,726,活路,名词。能够生活下去的办法。,得找条活路，不能等着挨饿。,6,4628.500000024214
6,cleaned_3b,932,697,民运,名词。有关人民生活物资的运输工作。,为了确保春节期间市场供应充足，政府加大了对民运车辆的调度力度，以保障人民生活物资能够及时送达。,7,13211.49999997579
6,cleaned_3b,933,235,合口,动词。疮口或伤口长好。,啊呀，这儿还没有合口，不能动。,6,12193.39999992866
6,cleaned_3b,934,696,民调,动词。民事调解。,社区民调治安委员会。,7,3107.900000023656
6,cleaned_3b,935,421,小曲,名词。小调。,他们一路上唱着淫荡的小曲。,5,5728.399999976158
6,cleaned_3b,936,986,起火,动词。着急发脾气。,你别起火，听我慢慢儿对你说。,5,12650.39999992866
6,cleaned_3b,937,1036,通电,动词。把宣布政治上某种主张的电报拍给有关方面，同时公开发表。,通电全国。,7,6438.699999928474
6,cleaned_3b,938,609,文气,形容词。文静；不粗野。,小玲是个非常文气的女孩，说话总是轻声细语的，很受同学们的喜欢。,6,11775.79999995232
6,cleaned_3b,939,935,补编,动词。在内容上对已经出版的著作进行补充编写。,词典这次修订补编了一些新词。,7,2912.699999928474
6,cleaned_3b,940,298,土方,名词。土方工程的简称。,借口说自己包的土方完工了，来和嫂子拉拉家常。,7,7490.299999999814
6,cleaned_3b,941,64,下脚,动词。走动时把脚踩下去。,院子里到处是水，实在没处下脚。,6,10337.59999997634
6,cleaned_3b,942,735,清亮,形容词。明白。,听他一说，心里一下子清亮了。,7,3982.200000000186
6,cleaned_3b,943,608,文气,名词。贯穿在文章里的气势；文章的连贯性。,这篇散文的文气清新自然，字里行间透露着作者的独特魅力。,6,4233.399999976158
6,cleaned_3b,944,14,上来,名词。〈书面语〉方位词。上面；以上（用于总括前面的叙述）。,上来所言，尚祈先生三思。,6,4200.09999995213
6,cleaned_3b,945,840,知情,动词。对别人善意行动表示的情谊心怀感激。,对于你的热情帮助，我很知情。,6,5948.300000024028
6,cleaned_3b,946,436,差使,名词。旧时指官场中临时委任的职务，后来也泛指职务或官职。也作差事。,"帮着提提药葫芦,都感到是很美的差使。",6,1597.099999976344
6,cleaned_3b,947,18,上线,动词。把问题上升到政治路线的高度。,上纲上线。,7,2878.099999976344
6,cleaned_3b,948,765,点种,动词。点播种子。,使用现代化的机械点种设备，大大提高了播种的效率和准确性。,6,6690.699999952689
6,cleaned_3b,949,981,起来,动词；趋向动词。用在动词或形容词后，表示动作或情况开始并且继续。,一句话把屋子里的人都逗得大笑起来。,5,6916.700000023469
6,cleaned_3b,950,759,点子,名词。小的痕迹。,衣服上有几个油点子。,6,7873.59999995213
6,cleaned_3b,951,780,煞气,名词。迷信的人指不祥之气，不吉利的征兆。,这照壁是为四座祠堂挡住西屏山“煞气”的又一道屏障。,6,2346.09999995213
6,cleaned_3b,952,349,大气,名词。大的气度；大的气势。,大气磅礴。,5,3406.400000023656
6,cleaned_3b,953,208,去势,动词。阉割（多指对男人或雄性动物）。,现在你已经是变成了中性——半去势的文人了。,7,5212.100000023842
6,cleaned_3b,954,91,乌拉,名词。服这些劳役的人。也作乌喇。,这些乌拉很可怜。,7,2696.899999928661
6,cleaned_3b,955,308,地道,形容词。（工作或材料的质量）实在；够标准。,他干的活儿真地道。,5,2366.299999976531
6,cleaned_3b,956,342,大大,名词。〈口语〉尊称年长的男子（一般指年纪大于父亲的）。,小时候，我常常去大大家里玩，他总会给我讲很多有趣的故事。,7,4768.099999976344
6,cleaned_3b,957,381,婵媛,形容词。〈书面语〉婵娟。,她在月光下翩翩起舞，身姿婵媛，仿佛仙子下凡。,7,5158.199999975972
6,cleaned_3b,958,930,血拼,动词。花很多钱买东西。［英shopping］,周末商场大促销，我忍不住去血拼了一堆衣服。,6,12920.39999995194
6,cleaned_3b,959,345,大方,形容词。对于财物不计较；不吝啬。,他很大方，不会计较这几个钱。,5,2970.000000024214
6,cleaned_3b,960,472,开河,动词。河流解冻。,即将开河时，禁止冰上通行。,5,6659.299999952316
6,cleaned_3b,961,958,说法,名词。指处理问题的理由或根据。,向上级讨个说法。,6,3149.800000024028
6,cleaned_3b,962,982,起来,动词；趋向动词。用在动词后，表示动作完成或达到目的。,球队已经组织起来了。,4,2866.099999928847
6,cleaned_3b,963,1075,隔断,名词。用来把屋子空间分隔开的起遮挡作用的东西，如板壁、隔扇等。,设计师巧妙地使用了玻璃隔断，既分隔了空间，又保证了室内的采光和通透感。,5,6023.800000024028
6,cleaned_3b,964,552,投注,动词。投放注入（资金等）。,第一次见面，林珊便痴情投注真爱。,6,8238.599999976344
6,cleaned_3b,965,599,教学,名词。教师把知识、技能传授给学生的过程。,二十年来，我一直从事教学工作，也一直以写作为副业。,5,3523.299999999814
6,cleaned_3b,966,694,残毒,名词。作物、牧草等上面残存的农药或其他污染物质；动物吃了含毒植物后残存在肉、乳、蛋、毛里面的农药或其他污染物质。,从目前看，农药残毒是农药污染的主要因素。,6,4153.599999928847
6,cleaned_3b,967,33,上门,动词。上门闩。,“老李！上门哪！该玩玩去了！”马威笑着说。“好，关门！”李子荣笑着回答。,7,16334.79999999981
