item_id,word_id,sense_id,headword,pinyin_tag,pinyin,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online
578,223,1,指画,zhǐhuà,zhǐhuà,"<entry id=""66924""><hwg><hw>指画<sup>1</sup></hw><pinyin>zhǐhuà</pinyin></hwg><def><ps>动</ps>挥动手指；指点：<ex>孩子们～着，“看，飞机！三架！又三架！”</ex></def>",动词。,动词,挥动手指；指点。,挥动手指；指点。,动词。挥动手指；指点。,孩子们指画着，“看，飞机！三架！又三架！”,34,0,0,1.0,,,,,
579,223,2,指画,zhǐhuà,zhǐhuà,"<entry id=""66925""><hwg><hw>指画<sup>2</sup></hw><pinyin>zhǐhuà</pinyin></hwg><def><ps>名</ps>国画中用指头、指甲和手掌蘸水墨或颜色画出的画。</def>",名词。,名词,国画中用指头、指甲和手掌蘸水墨或颜色画出的画。,国画中用指头、指甲和手掌蘸水墨或颜色画出的画。,名词。国画中用指头、指甲和手掌蘸水墨或颜色画出的画。,在国学课上，老师向我们展示了指画的魅力，让我们感受到了传统文化的博大精深。,65,0,0,,,,,1.0,
580,224,1,授命,shòumìng,shòumìng,"<entry id=""47542""><hwg><hw>授命<sup>1</sup></hw><pinyin>shòumìng</pinyin></hwg><def>〈书〉<ps>动</ps>献出生命：<ex>见危～｜临危～。</ex></def>",动词。,动词,〈书〉献出生命。,〈书面语〉献出生命。,动词。〈书面语〉献出生命。,临危授命。,20,0,0,1.0,,,,,
581,224,2,授命,shòumìng,shòumìng,"<entry id=""47543""><hwg><hw>授命<sup>2</sup></hw><pinyin>shòumìng</pinyin></hwg><def><ps>动</ps>下命令（多指某些国家的元首下命令）：<ex>总统～总理组阁。</ex></def>",动词。,动词,下命令（多指某些国家的元首下命令）。,下命令（多指某些国家的元首下命令）。,动词。下命令（多指某些国家的元首下命令）。,总统授命总理组阁。,32,0,0,1.0,,,,,
582,225,1,推展,tuīzhǎn,tuīzhǎn,"<entry id=""52330""><hwg><hw>推展<sup>1</sup></hw><pinyin>tuīzhǎn</pinyin></hwg><def><ps>动</ps>推进；发展：<ex>沉积的泥沙填满了海湾，促使海岸向前～｜两国关系持续～。</ex></def>",动词。,动词,推进；发展。,推进；发展。,动词。推进；发展。,沉积的泥沙填满了海湾，促使海岸向前推展。,31,0,0,1.0,,,,,
583,225,2,推展,tuīzhǎn,tuīzhǎn,"<entry id=""52331""><hwg><hw>推展<sup>2</sup></hw><pinyin>tuīzhǎn</pinyin></hwg><def><ps>动</ps>推介展销：<ex>商场举办羊绒精品～活动。</ex></def>",动词。,动词,推介展销。,推介展销。,动词。推介展销。,商场举办羊绒精品推展活动。,23,0,0,1.0,,,,,
584,226,1,插口,chā//kǒu,chākǒu,"<entry id=""05268""><hwg><hw>插口<sup>1</sup></hw><pinyin>chā//kǒu</pinyin></hwg><def><ps>动</ps>插嘴。</def>",动词。,动词,插嘴。,插嘴。,动词。插嘴。,你不要插口，让她慢慢说完,20,0,0,,1.0,,,,
585,226,2,插口,chākǒu,chākǒu,"<entry id=""05269""><hwg><hw>插口<sup>2</sup></hw><pinyin>chākǒu</pinyin></hwg><def><ps>名</ps>可以插入东西的孔：<ex>扩音器上有两个～，一个插麦克风，一个插电唱头。</ex></def>",名词。,名词,可以插入东西的孔。,可以插入东西的孔。,名词。可以插入东西的孔。,扩音器上有两个插口，一个插麦克风，一个插电唱头。,38,0,0,1.0,,,,,
586,227,1,插播,chābō,chābō,"<entry id=""05247""><hwg><hw>插播<sup>1</sup></hw><pinyin>chābō</pinyin></hwg><def><ps>动</ps>在已经播过种的地里穿插着播另一种作物的种子。</def>",动词。,动词,在已经播过种的地里穿插着播另一种作物的种子。,在已经播过种的地里穿插着播另一种作物的种子。,动词。在已经播过种的地里穿插着播另一种作物的种子。,为了提高土地的利用率和农作物的多样性，农民们决定在已经播种小麦的田地里，再插播一些豌豆种子，期待来年能有一个更加丰富的收获。,89,0,0,,,,,1.0,
587,227,2,插播,chābō,chābō,"<entry id=""05248""><hwg><hw>插播<sup>2</sup></hw><pinyin>chābō</pinyin></hwg><def><ps>动</ps>临时插进已经编排好的节目中间播放：<ex>电视台准备随时～奥运会比赛新闻。</ex></def>",动词。,动词,临时插进已经编排好的节目中间播放。,临时插进已经编排好的节目中间播放。,动词。临时插进已经编排好的节目中间播放。,电视台准备随时插播奥运会比赛新闻。,39,0,0,1.0,,,,,
588,228,1,插花,chā//huā,chāhuā,"<entry id=""05258""><hwg><hw>插花<sup>1</sup></hw><pinyin>chā//huā</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 把各种供观赏的花适当地搭配着插进花瓶、花篮里：<ex>～艺术。</ex></def><def><num>❷</num> 〈方〉绣花。</def>",动词。,动词,把各种供观赏的花适当地搭配着插进花瓶、花篮里。,把各种供观赏的花适当地搭配着插进花瓶、花篮里。,动词。把各种供观赏的花适当地搭配着插进花瓶、花篮里。,插花艺术。,33,0,0,1.0,,,,,
589,228,2,插花,chāhuā,chāhuā,"<entry id=""05259""><hwg><hw>插花<sup>2</sup></hw><pinyin>chāhuā</pinyin></hwg><def><ps>副</ps>夹杂；交错（后面多跟“<a href=""entry://着"">着</a>”）：<ex>玉米地里还～着种豆子｜农业副业～着搞。</ex></def>",副词。,副词,夹杂；交错（后面多跟“着”）。,夹杂；交错（后面多跟“着”）。,副词。夹杂；交错（后面多跟“着”）。,玉米地里还插花着种豆子。,32,0,0,1.0,,,,,
590,229,1,摩挲,mā·sa,māsa,"<entry id=""34177""><hwg><hw>摩挲</hw><pinyin>mā·sa</pinyin></hwg><def>〈口〉<ps>动</ps>用手轻轻按着并一下一下地移动：<ex>～衣裳。</ex></def><def>　另见<pinyin>mósuō</pinyin>。</def>",动词。,动词,〈口〉用手轻轻按着并一下一下地移动。,〈口语〉用手轻轻按着并一下一下地移动。,动词。〈口语〉用手轻轻按着并一下一下地移动。,摩挲衣裳。,29,1,0,1.0,,,,,
591,229,2,摩挲,mósuō,mósuō,"<entry id=""36332""><hwg><hw>摩挲</hw><pinyin>mósuō</pinyin></hwg><def><ps>动</ps>用手抚摩。</def><def>　另见<pinyin>mā·sa</pinyin>。</def>",动词。,动词,用手抚摩。,用手抚摩。,动词。用手抚摩。,她欣赏似地摩挲着手里的茶壶。,24,1,0,,1.0,,,,
592,230,1,播种,bō//zhǒng,bōzhǒng,"<entry id=""03821""><hwg><hw>播种</hw><pinyin>bō//zhǒng</pinyin></hwg><def><ps>动</ps>播撒种子：<ex>～机｜早～，早出苗。</ex></def>",动词。,动词,播撒种子。,播撒种子。,动词。播撒种子。,早播种，早出苗。,18,1,0,1.0,,,,,
593,230,2,播种,bōzhòng,bōzhòng,"<entry id=""03822""><hwg><hw>播种</hw><pinyin>bōzhòng</pinyin></hwg><def><ps>动</ps>用播种（<pinyin>zhǒng</pinyin>）的方式种植：<ex>～冬小麦。</ex></def>",动词。,动词,用播种的方式种植。,用播种的方式种植。,动词。用播种的方式种植。,播种冬小麦。,20,1,0,1.0,,,,,
594,231,1,支派,zhīpài,zhīpài,"<entry id=""66543""><hwg><hw>支派<sup>1</sup></hw><pinyin>zhīpài</pinyin></hwg><def><ps>名</ps>分出来的派别；分支。</def>",名词。,名词,分出来的派别；分支。,分出来的派别；分支。,名词。分出来的派别；分支。,海外华人中有客家支派。,26,0,0,,1.0,,,,
595,231,2,支派,zhīpài,zhīpài,"<entry id=""66544""><hwg><hw>支派<sup>2</sup></hw><pinyin>zhīpài</pinyin></hwg><def><ps>动</ps>支使；调动：<ex>～人。</ex></def>",动词。,动词,支使；调动。,支使；调动。,动词。支使；调动。,这上上下下多少听差都得我支派，我忙不开。,31,0,0,,1.0,,,,
596,232,1,改编,gǎibiān,gǎibiān,"<entry id=""16403""><hwg><hw>改编<sup>1</sup></hw><pinyin>gǎibiān</pinyin></hwg><def><ps>动</ps>根据原著重写（体裁往往与原著不同）：<ex>这部电影是由同名小说～摄制的。</ex></def>",动词。,动词,根据原著重写（体裁往往与原著不同）。,根据原著重写（体裁往往与原著不同）。,动词。根据原著重写（体裁往往与原著不同）。,这部电影是由同名小说改编摄制的。,39,0,0,1.0,,,,,
597,232,2,改编,gǎibiān,gǎibiān,"<entry id=""16404""><hwg><hw>改编<sup>2</sup></hw><pinyin>gǎibiān</pinyin></hwg><def><ps>动</ps>改变原来的编制（多指军队）：<ex>把原来的三个师～成两个师。</ex></def>",动词。,动词,改变原来的编制（多指军队）。,改变原来的编制（多指军队）。,动词。改变原来的编制（多指军队）。,把原来的三个师改编成两个师。,33,0,0,1.0,,,,,
598,233,1,教学,jiāo//xué,jiāoxué,"<entry id=""25789""><hwg><hw>教学</hw><pinyin>jiāo//xué</pinyin></hwg><def><ps>动</ps>教书。</def><def>　另见<pinyin>jiàoxué</pinyin>。</def>",动词。,动词,教书。,教书。,动词。教书。,在乡村集镇上教小学，教学以外的杂事很多：赛神唱戏写通知，写神庙对联，村里人有了红白大事写请柬、谢帖、庚贴(婚约)、灵牌。,68,1,0,,1.0,,,,
599,233,2,教学,jiàoxué,jiàoxué,"<entry id=""26086""><hwg><hw>教学</hw><pinyin>jiàoxué</pinyin></hwg><def><ps>名</ps>教师把知识、技能传授给学生的过程。</def><def>　另见<pinyin>jiāo</pinyin>//<pinyin>xué</pinyin>。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://教学相长"">教学相长</a></div></ci>",名词。,名词,教师把知识、技能传授给学生的过程。,教师把知识、技能传授给学生的过程。,名词。教师把知识、技能传授给学生的过程。,二十年来，我一直从事教学工作，也一直以写作为副业。,47,1,0,,1.0,,,,
600,234,1,散工,sǎngōng,sǎngōng,"<entry id=""44250""><hwg><hw>散工</hw><pinyin>sǎngōng</pinyin></hwg><def><ps>名</ps>零工；短工。</def><def>　另见<pinyin>sàn</pinyin>//<pinyin>gōng</pinyin>。</def>",名词。,名词,零工；短工。,零工；短工。,名词。零工；短工。,平日他们有长工，农忙时又多请散工。,28,1,0,,1.0,,,,
601,234,2,散工,sàn//gōng,sàngōng,"<entry id=""44278""><hwg><hw>散工</hw><pinyin>sàn//gōng</pinyin></hwg><def><ps>动</ps>收工；放工：<ex>今天提前～。</ex></def><def>　另见<pinyin>sǎngōng</pinyin>。</def>",动词。,动词,收工；放工。,收工；放工。,动词。收工；放工。,今天提前散工。,18,1,0,1.0,,,,,
602,235,1,整点,zhěngdiǎn,zhěngdiǎn,"<entry id=""66269""><hwg><hw>整点<sup>1</sup></hw><pinyin>zhěngdiǎn</pinyin></hwg><def><ps>动</ps>整理和清点：<ex>～人马｜家具用品都已～清楚。</ex></def>",动词。,动词,整理和清点。,整理和清点。,动词。整理和清点。,家具用品都已整点清楚。,22,0,0,1.0,,,,,
603,235,2,整点,zhěngdiǎn,zhěngdiǎn,"<entry id=""66270""><hwg><hw>整点<sup>2</sup></hw><pinyin>zhěngdiǎn</pinyin></hwg><def><ps>名</ps>以小时为单位表示整数的钟点：<ex>～报时｜～新闻。</ex></def>",名词。,名词,以小时为单位表示整数的钟点。,以小时为单位表示整数的钟点。,名词。以小时为单位表示整数的钟点。,整点报时。,24,0,0,1.0,,,,,
604,236,1,整装,zhěng//zhuāng,zhěngzhuāng,"<entry id=""66299""><hwg><hw>整装<sup>1</sup></hw><pinyin>zhěng//zhuāng</pinyin></hwg><def><ps>动</ps>整理衣装；整理行装：<ex>～前往｜～待发。</ex></def>",动词。,动词,整理衣装；整理行装。,整理衣装；整理行装。,动词。整理衣装；整理行装。,整装待发。,20,0,0,1.0,,,,,
605,236,2,整装,zhěngzhuāng,zhěngzhuāng,"<entry id=""66300""><hwg><hw>整装<sup>2</sup></hw><pinyin>zhěngzhuāng</pinyin></hwg><def><ps>形</ps>属性词。整体装配好的：<ex>～车（直接进口或出口的整辆汽车）｜～电脑。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://整装待发"">整装待发</a></div></ci>",形容词；属性词。,形容词,整体装配好的。,整体装配好的。,形容词；属性词。整体装配好的。,整装电脑。,22,0,0,1.0,,,,,
606,237,1,文体,wéntǐ,wéntǐ,"<entry id=""54026""><hwg><hw>文体<sup>1</sup></hw><pinyin>wéntǐ</pinyin></hwg><def><ps>名</ps>文章的体裁：<ex>就～讲，公文、书信、广告等都可归入应用文。</ex></def>",名词。,名词,文章的体裁。,文章的体裁。,名词。文章的体裁。,就文体讲，公文、书信、广告等都可归入应用文。,33,0,0,1.0,,,,,
607,237,2,文体,wéntǐ,wéntǐ,"<entry id=""54027""><hwg><hw>文体<sup>2</sup></hw><pinyin>wéntǐ</pinyin></hwg><def><ps>名</ps>文娱和体育的合称：<ex>～活动。</ex></def>",名词。,名词,文娱和体育的合称。,文娱和体育的合称。,名词。文娱和体育的合称。,文体活动。,19,0,0,1.0,,,,,
608,238,1,文气,wénqì,wénqì,"<entry id=""54012""><hwg><hw>文气</hw><pinyin>wénqì</pinyin></hwg><def><ps>名</ps>贯穿在文章里的气势；文章的连贯性。</def>",名词。,名词,贯穿在文章里的气势；文章的连贯性。,贯穿在文章里的气势；文章的连贯性。,名词。贯穿在文章里的气势；文章的连贯性。,这篇散文的文气清新自然，字里行间透露着作者的独特魅力。,49,1,0,,,,,1.0,
609,238,2,文气,wén·qi,wénqi,"<entry id=""54013""><hwg><hw>文气</hw><pinyin>wén·qi</pinyin></hwg><def><ps>形</ps>文静；不粗野。</def>",形容词。,形容词,文静；不粗野。,文静；不粗野。,形容词。文静；不粗野。,小玲是个非常文气的女孩，说话总是轻声细语的，很受同学们的喜欢。,44,1,0,,,,,1.0,
610,239,1,文理,wénlǐ,wénlǐ,"<entry id=""54002""><hwg><hw>文理<sup>1</sup></hw><pinyin>wénlǐ</pinyin></hwg><def><ps>名</ps>文章内容方面和词句方面的条理：<ex>～通顺。</ex></def>",名词。,名词,文章内容方面和词句方面的条理。,文章内容方面和词句方面的条理。,名词。文章内容方面和词句方面的条理。,文理通顺。,25,0,0,1.0,,,,,
611,239,2,文理,wénlǐ,wénlǐ,"<entry id=""54003""><hwg><hw>文理<sup>2</sup></hw><pinyin>wénlǐ</pinyin></hwg><def><ps>名</ps>文科和理科的合称：<ex>～分科｜～并重。</ex></def>",名词。,名词,文科和理科的合称。,文科和理科的合称。,名词。文科和理科的合称。,文理分科。,19,0,0,1.0,,,,,
612,240,1,文饰,wénshì,wénshì,"<entry id=""54021""><hwg><hw>文饰<sup>1</sup></hw><pinyin>wénshì</pinyin></hwg><def><ps>名</ps>文辞方面的修饰：<ex>这段描写，～较少。</ex></def>",名词。,名词,文辞方面的修饰。,文辞方面的修饰。,名词。文辞方面的修饰。,这段描写，文饰较少。,23,0,0,1.0,,,,,
613,240,2,文饰,wénshì（旧读wènshì）,wénshì,"<entry id=""54022""><hwg><hw>文饰<sup>2</sup></hw><pinyin>wénshì（旧读wènshì）</pinyin></hwg><def><ps>动</ps>掩饰（自己的过错）。</def>",动词。,动词,掩饰（自己的过错）。,掩饰（自己的过错）。,动词。掩饰（自己的过错）。,文饰这种丑恶的，正是那些山羊式的文人。,34,0,0,,1.0,,,,
614,241,1,断代,duàn//dài,duàndài,"<entry id=""12947""><hwg><hw>断代<sup>1</sup></hw><pinyin>duàn//dài</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 没有后代；断后<sup>1</sup>。</def><def><num>❷</num> 比喻事业中断或后继无人：<ex>加紧培养接班人，不能让这种绝技～。</ex></def>",动词。,动词,没有后代；断后。,没有后代；断后。,动词。没有后代；断后。,农工党提出《关于解决我国高等院校教师“断代”问题的意见》等。,43,0,1,,1.0,,,,
615,241,2,断代,duàn//dài,duàndài,"<entry id=""12947""><hwg><hw>断代<sup>1</sup></hw><pinyin>duàn//dài</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 没有后代；断后<sup>1</sup>。</def><def><num>❷</num> 比喻事业中断或后继无人：<ex>加紧培养接班人，不能让这种绝技～。</ex></def>",动词。,动词,比喻事业中断或后继无人。,比喻事业中断或后继无人。,动词。比喻事业中断或后继无人。,加紧培养接班人，不能让这种绝技断代。,35,0,1,1.0,,,,,
616,241,3,断代,duàndài,duàndài,"<entry id=""12948""><hwg><hw>断代<sup>2</sup></hw><pinyin>duàndài</pinyin></hwg><def><ps>动</ps>按时代分成段落：<ex>文学史的～研究。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://断代史"">断代史</a></div></ci>",动词。,动词,按时代分成段落。,按时代分成段落。,动词。按时代分成段落。,文学史的断代研究。,22,0,0,1.0,,,,,
617,242,1,断后,duàn//hòu,duànhòu,"<entry id=""12958""><hwg><hw>断后<sup>1</sup></hw><pinyin>duàn//hòu</pinyin></hwg><def><ps>动</ps>没有子孙延续。</def>",动词。,动词,没有子孙延续。,没有子孙延续。,动词。没有子孙延续。,然而，这许多年来，总不见表演唱新作问世，似有绝种断后的态势。,42,0,0,,1.0,,,,
618,242,2,断后,duànhòu,duànhòu,"<entry id=""12959""><hwg><hw>断后<sup>2</sup></hw><pinyin>duànhòu</pinyin></hwg><def><ps>动</ps>军队撤退时，派一部分人在后面掩护，叫断后。</def>",动词。,动词,军队撤退时，派一部分人在后面掩护，叫断后。,军队撤退时，派一部分人在后面掩护，叫断后。,动词。军队撤退时，派一部分人在后面掩护，叫断后。,这时野战军的断后部队已经在高柏山。,43,0,0,,1.0,,,,
619,243,1,断案,duàn//àn,duànàn,"<entry id=""12940""><hwg><hw>断案<sup>1</sup></hw><pinyin>duàn//àn</pinyin></hwg><def><ps>动</ps>审判诉讼案件：<ex>秉公～。</ex></def>",动词。,动词,审判诉讼案件。,审判诉讼案件。,动词。审判诉讼案件。,秉公断案。,17,0,0,1.0,,,,,
620,243,2,断案,duàn’àn,duàn’àn,"<entry id=""12941""><hwg><hw>断案<sup>2</sup></hw><pinyin>duàn’àn</pinyin></hwg><def><ps>名</ps>结论①。</def>",名词。,名词,结论。,结论。,名词。结论。,对于这件事，他心里已经有了断案。,24,0,0,,,,,1.0,
621,244,1,新生,xīnshēng,xīnshēng,"<entry id=""57545""><hwg><hw>新生<sup>1</sup></hw><pinyin>xīnshēng</pinyin></hwg><def><num>❶</num> <ps>形</ps>属性词。刚产生的；刚出现的：<ex>～事物。</ex></def><def><num>❷</num> <ps>名</ps>新生命：<ex>获得～。</ex></def>",形容词；属性词。,形容词,刚产生的；刚出现的。,刚产生的；刚出现的。,形容词；属性词。刚产生的；刚出现的。,新生事物。,25,0,1,1.0,,,,,
622,244,2,新生,xīnshēng,xīnshēng,"<entry id=""57545""><hwg><hw>新生<sup>1</sup></hw><pinyin>xīnshēng</pinyin></hwg><def><num>❶</num> <ps>形</ps>属性词。刚产生的；刚出现的：<ex>～事物。</ex></def><def><num>❷</num> <ps>名</ps>新生命：<ex>获得～。</ex></def>",名词。,名词,新生命。,新生命。,名词。新生命。,获得新生。,14,0,1,1.0,,,,,
623,244,3,新生,xīnshēng,xīnshēng,"<entry id=""57546""><hwg><hw>新生<sup>2</sup></hw><pinyin>xīnshēng</pinyin></hwg><def><ps>名</ps>新入学的学生：<ex>～报到处。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://新生代"">新生代</a><a href=""entry://新生儿"">新生儿</a></div></ci>",名词。,名词,新入学的学生。,新入学的学生。,名词。新入学的学生。,新生报到处。,18,0,0,1.0,,,,,
624,245,1,方子,fāng·zi,fāngzi,"<entry id=""14465""><hwg><hw>方子<sup>1</sup></hw><pinyin>fāng·zi</pinyin></hwg><def><ps>名</ps>方材。也作枋子。</def>",名词。,名词,方材。也作枋子。,方材。也作枋子。,名词。方材。也作枋子。,唐二哥，不要难过了，还是买个方子早点给你们老五收尸罢。,40,0,0,,,1.0,,,
625,245,2,方子,fāng·zi,fāngzi,"<entry id=""14466""><hwg><hw>方子<sup>2</sup></hw><pinyin>fāng·zi</pinyin></hwg><def>〈口〉<ps>名</ps></def><def><num>❶</num> 药方。</def><def><num>❷</num> 配方<sup>2</sup>②。</def>",名词。,名词,〈口〉药方。,〈口语〉药方。,名词。〈口语〉药方。,父亲先回家，就有低烧、盗汗，他自己开个方子服了几帖，也不见效。,43,0,1,,1.0,,,,
626,245,3,方子,fāng·zi,fāngzi,"<entry id=""14466""><hwg><hw>方子<sup>2</sup></hw><pinyin>fāng·zi</pinyin></hwg><def>〈口〉<ps>名</ps></def><def><num>❶</num> 药方。</def><def><num>❷</num> 配方<sup>2</sup>②。</def>",名词。,名词,〈口〉配方。,〈口语〉配方。,名词。〈口语〉配方。,这是他家祖传的方子，不得外传。,27,0,1,,,,,1.0,
627,246,1,方家,fāngjiā,fāngjiā,"<entry id=""14428""><hwg><hw>方家<sup>1</sup></hw><pinyin>fāngjiā</pinyin></hwg><def><ps>名</ps>“大方之家”的简称，本义是深明大道的人，后多指精通某种学问、艺术的人：<ex>就教于～。</ex></def>",名词。,名词,“大方之家”的简称，本义是深明大道的人，后多指精通某种学问、艺术的人。,“大方之家”的简称，本义是深明大道的人，后多指精通某种学问、艺术的人。,名词。“大方之家”的简称，本义是深明大道的人，后多指精通某种学问、艺术的人。,敝帚自珍，不值方家一笑,51,0,0,,1.0,,,,
628,246,2,方家,fāngjiā,fāngjiā,"<entry id=""14429""><hwg><hw>方家<sup>2</sup></hw><pinyin>fāngjiā</pinyin></hwg><def><ps>名</ps>指医生。中医以方剂治病，所以称方家：<ex>～医案。</ex></def>",名词。,名词,指医生。中医以方剂治病，所以称方家。,指医生。中医以方剂治病，所以称方家。,名词。指医生。中医以方剂治病，所以称方家。,方家医案。,28,0,0,,1.0,,,,
629,247,1,旋子,xuán·zi,xuánzi,"<entry id=""58632""><hwg><hw>旋子</hw><pinyin>xuán·zi</pinyin></hwg><def><ps>名</ps>圈<small>儿</small>：<ex>鸟<small>儿</small>见了火光惊飞起来，打了几个～，消失在黑暗中。</ex></def><def>　另见<pinyin>xuàn·zi</pinyin>。</def>",名词。,名词,圈儿。,圈儿。,名词。圈儿。,鸟儿见了火光惊飞起来，打了几个旋子，消失在黑暗中。,33,1,0,,1.0,,,,
630,247,2,旋子,xuàn·zi,xuànzi,"<entry id=""58710""><hwg><hw>旋子<sup>1</sup></hw><pinyin>xuàn·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 一种金属器具，像盘而较大，通常用来做粉皮等。</def><def><num>❷</num> 温酒时盛水的金属器具。</def>",名词。,名词,一种金属器具，像盘而较大，通常用来做粉皮等。,一种金属器具，像盘而较大，通常用来做粉皮等。,名词。一种金属器具，像盘而较大，通常用来做粉皮等。,这个旋子被用来做粉皮了。,39,1,1,,,,,1.0,
631,247,3,旋子,xuàn·zi,xuànzi,"<entry id=""58710""><hwg><hw>旋子<sup>1</sup></hw><pinyin>xuàn·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 一种金属器具，像盘而较大，通常用来做粉皮等。</def><def><num>❷</num> 温酒时盛水的金属器具。</def>",名词。,名词,温酒时盛水的金属器具。,温酒时盛水的金属器具。,名词。温酒时盛水的金属器具。,他吩咐童子用旋子温酒，来招待刚到的客人。,36,1,1,,,,,1.0,
632,247,4,旋子,xuàn·zi,xuànzi,"<entry id=""58711""><hwg><hw>旋子<sup>2</sup></hw><pinyin>xuàn·zi</pinyin></hwg><def><ps>名</ps>武术的一种动作，甩臂，拧腰，旋腿，平身跃起，双脚落地。</def><def>　另见<pinyin>xuán·zi</pinyin>。</def>",名词。,名词,武术的一种动作，甩臂，拧腰，旋腿，平身跃起，双脚落地。,武术的一种动作，甩臂，拧腰，旋腿，平身跃起，双脚落地。,名词。武术的一种动作，甩臂，拧腰，旋腿，平身跃起，双脚落地。,例如，第五场的舞蹈设计，开始我们就不敢用“窜猫”、“旋子”这些动作。,66,1,0,,,,,1.0,
633,248,1,星星,xīngxīng,xīngxīng,"<entry id=""57740""><hwg><hw>星星</hw><pinyin>xīngxīng</pinyin></hwg><def><ps>名</ps>细小的点<small>儿</small>：<ex>～之火，可以燎原｜天空晴朗，一～薄云也没有。</ex></def>",名词。,名词,细小的点儿。,细小的点儿。,名词。细小的点儿。,星星之火，可以燎原。,21,1,0,1.0,,,,,
634,248,2,星星,xīng·xing,xīngxing,"<entry id=""57741""><hwg><hw>星星</hw><pinyin>xīng·xing</pinyin></hwg><def>〈口〉<ps>名</ps>星①。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://星星点点"">星星点点</a><a href=""entry://星星之火，可以燎原"">星星之火，可以燎原</a></div></ci>",名词。,名词,〈口〉星。,〈口语〉星。,名词。〈口语〉星。,今儿天上缀满星星。,20,1,0,,1.0,,,,
635,249,1,星火,xīnghuǒ,xīnghuǒ,"<entry id=""57718""><hwg><hw>星火<sup>1</sup></hw><pinyin>xīnghuǒ</pinyin></hwg><def><ps>名</ps>微小的火：<ex>～燎原。</ex></def>",名词。,名词,微小的火。,微小的火。,名词。微小的火。,星火燎原。,15,0,0,1.0,,,,,
636,249,2,星火,xīnghuǒ,xīnghuǒ,"<entry id=""57719""><hwg><hw>星火<sup>2</sup></hw><pinyin>xīnghuǒ</pinyin></hwg><def><ps>名</ps>流星的光，多用于比喻：<ex>急如～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://星火燎原"">星火燎原</a></div></ci>",名词。,名词,流星的光，多用于比喻。,流星的光，多用于比喻。,名词。流星的光，多用于比喻。,急如星火。,21,0,0,1.0,,,,,
637,250,1,晚霜,wǎnshuāng,wǎnshuāng,"<entry id=""53057""><hwg><hw>晚霜<sup>1</sup></hw><pinyin>wǎnshuāng</pinyin></hwg><def><ps>名</ps>早春霜期结束阶段出现的霜。对农作物有害。</def>",名词。,名词,早春霜期结束阶段出现的霜。对农作物有害。,早春霜期结束阶段出现的霜。对农作物有害。,名词。早春霜期结束阶段出现的霜。对农作物有害。,这场突如其来的晚霜让刚长出的幼苗遭受了严重损害。,49,0,0,,,,,1.0,
638,250,2,晚霜,wǎnshuāng,wǎnshuāng,"<entry id=""53058""><hwg><hw>晚霜<sup>2</sup></hw><pinyin>wǎnshuāng</pinyin></hwg><def><ps>名</ps>适合晚上使用的护肤品，主要作用是滋养、保护睡眠状态下的肌肤。</def>",名词。,名词,适合晚上使用的护肤品，主要作用是滋养、保护睡眠状态下的肌肤。,适合晚上使用的护肤品，主要作用是滋养、保护睡眠状态下的肌肤。,名词。适合晚上使用的护肤品，主要作用是滋养、保护睡眠状态下的肌肤。,她每天晚上睡前都会仔细地涂抹晚霜来呵护肌肤。,57,0,0,,,,,1.0,
639,251,1,暖房,nuǎn//fáng,nuǎnfáng,"<entry id=""38021""><hwg><hw>暖房<sup>1</sup></hw><pinyin>nuǎn//fáng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 旧俗在亲友结婚的前一天前往新房贺喜。</def><def><num>❷</num> 温居。</def>",动词。,动词,旧俗在亲友结婚的前一天前往新房贺喜。,旧俗在亲友结婚的前一天前往新房贺喜。,动词。旧俗在亲友结婚的前一天前往新房贺喜。,按照旧俗，我们邀请了亲朋好友来暖房，共同庆祝这个喜庆的时刻。,53,0,1,,,,,1.0,
640,251,2,暖房,nuǎn//fáng,nuǎnfáng,"<entry id=""38021""><hwg><hw>暖房<sup>1</sup></hw><pinyin>nuǎn//fáng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 旧俗在亲友结婚的前一天前往新房贺喜。</def><def><num>❷</num> 温居。</def>",动词。,动词,温居，指亲友迁入新居后前去祝贺。,温居，指亲友迁入新居后前去祝贺。,动词。温居，指亲友迁入新居后前去祝贺。,今天去大伯家暖房。,30,0,1,,1.0,,,,
