subject,item_id,headword,meaning,example,Response,RT_ms,anchor,list
88,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,5,2248.399999964284,exp2,List2
89,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2019.399999952293,exp2,List1
89,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1729.400000000023,exp2,List1
89,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1842.899999809451,exp2,List1
89,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3696.899999904446,exp2,List1
89,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1397.900000000373,exp2,List1
90,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,5749.099999999977,exp2,List2
90,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2876.399999999907,exp2,List2
90,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2488.999999999767,exp2,List2
90,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2465.400000000373,exp2,List2
90,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2759.899999999907,exp2,List2
91,202,烟花,名词。旧时指妓女。,沦为烟花。,6,4411.599999999977,exp2,List1
91,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2373.899999999907,exp2,List1
91,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3618.200000000186,exp2,List1
91,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2523.300000000279,exp2,List1
91,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2077.599999999627,exp2,List1
92,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,2,2205.845000000001,exp2,List2
92,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3574.196999999811,exp2,List2
92,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2358.250000000466,exp2,List2
92,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3800.753000000026,exp2,List2
92,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,5,4246.556000000332,exp2,List2
93,202,烟花,名词。旧时指妓女。,沦为烟花。,7,4960.099999904633,exp2,List1
93,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2065.599999904633,exp2,List1
93,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1188.800000095274,exp2,List1
93,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1556.799999952316,exp2,List1
93,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1497.899999952409,exp2,List1
94,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,3735.800000000047,exp2,List2
94,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3262.400000000023,exp2,List2
94,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,890.2999999998137,exp2,List2
94,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1873.200000000186,exp2,List2
94,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,11136,exp2,List2
95,202,烟花,名词。旧时指妓女。,沦为烟花。,7,4102.099999999977,exp2,List1
95,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,5057.100000000093,exp2,List1
95,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3322,exp2,List1
95,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,4217.200000000186,exp2,List1
95,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2163.700000000186,exp2,List1
96,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,8062.900000381458,exp2,List2
96,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,12651.7000002861,exp2,List2
96,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3126.200000381563,exp2,List2
96,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2041.100000286009,exp2,List2
96,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2789.500000285916,exp2,List2
97,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2670.900000000023,exp2,List1
97,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1614.800000000047,exp2,List1
97,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2637.799999976065,exp2,List1
97,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2324.400000012014,exp2,List1
97,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1363.099999987986,exp2,List1
98,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,5,6314.5,exp2,List2
98,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,4,12914.59999999998,exp2,List2
98,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3580.799999976065,exp2,List2
98,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,2313.099999952363,exp2,List2
98,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2064.299999976065,exp2,List2
7,202,烟花,名词。旧时指妓女。,沦为烟花。,7,5842.799999998533,exp2,List1
7,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,7578.999999998603,exp2,List1
7,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3446.100000000093,exp2,List1
7,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,6337.89999999851,exp2,List1
7,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,3322.400000001304,exp2,List1
8,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,7318.90000002383,exp2,List2
8,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2840.299999988056,exp2,List2
8,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2312.499999988126,exp2,List2
8,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1766.100000023842,exp2,List2
8,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,6,4337.000000023749,exp2,List2
99,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3195.70000000007,exp2,List1
99,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1176.40000000014,exp2,List1
99,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1642.799999999814,exp2,List1
99,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3477.499999999534,exp2,List1
99,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1619,exp2,List1
100,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,6251.399999988091,exp2,List2
100,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3887.799999993993,exp2,List2
100,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2016.999999991152,exp2,List2
100,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,5,1827.699999996927,exp2,List2
100,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,1,1899.499999993946,exp2,List2
9,202,烟花,名词。旧时指妓女。,沦为烟花。,7,14081.89999995229,exp2,List1
9,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,5,3057.799999904586,exp2,List1
9,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1731.599999856902,exp2,List1
9,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1548.199999856995,exp2,List1
9,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1432.59999995213,exp2,List1
10,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,4225.200000000012,exp2,List2
10,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,6,7324.599999999919,exp2,List2
10,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3210.700000000186,exp2,List2
10,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2931.500000000466,exp2,List2
10,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3277.600000000093,exp2,List2
11,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3284.80000004766,exp2,List1
11,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,5829.599999999977,exp2,List1
11,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,6,2455.500000035856,exp2,List1
11,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,4594.600000011967,exp2,List1
11,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,4114.100000023842,exp2,List1
12,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,11767.39999999927,exp2,List2
12,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3665.89999999851,exp2,List2
12,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,11133.59999999846,exp2,List2
12,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,5,2410.599999998463,exp2,List2
12,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2557.199999998324,exp2,List2
13,202,烟花,名词。旧时指妓女。,沦为烟花。,7,4960.000000001513,exp2,List1
13,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,8320.699999999953,exp2,List1
13,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4836.400000004563,exp2,List1
13,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,19760.70000000019,exp2,List1
13,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,4984.700000005774,exp2,List1
14,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,5,5674.699999982113,exp2,List2
14,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,3,21252.70000000001,exp2,List2
14,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,4,3804.600000005914,exp2,List2
14,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1936.5,exp2,List2
14,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,6,7721.099999981932,exp2,List2
15,202,烟花,名词。旧时指妓女。,沦为烟花。,5,2982.80000004766,exp2,List1
15,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1648.599999999977,exp2,List1
15,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3264.700000095414,exp2,List1
15,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1816,exp2,List1
15,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1964.300000143237,exp2,List1
16,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,4,4480.09999999404,exp2,List2
16,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,4581.699999988079,exp2,List2
16,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1914.09999999404,exp2,List2
16,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,5,4329.600000008941,exp2,List2
16,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2195.800000011921,exp2,List2
17,202,烟花,名词。旧时指妓女。,沦为烟花。,7,6317.299999999988,exp2,List1
17,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,6,3546.799999988056,exp2,List1
17,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2229.700000023935,exp2,List1
17,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,6,10792.59999998799,exp2,List1
17,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,4125.300000024028,exp2,List1
18,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,4,1049.300000000745,exp2,List2
18,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,6,979.5000000007568,exp2,List2
18,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,6,664.2000000007683,exp2,List2
18,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,4,2016.2999999992321,exp2,List2
18,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,5,1148.200000000652,exp2,List2
1,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3438,exp1,List2
1,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,4179,exp1,List2
1,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2823,exp1,List1
1,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1933,exp1,List2
1,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3210,exp1,List2
1,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,3546,exp1,List1
1,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,6462,exp1,List1
10,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,4003,exp1,List2
10,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2476,exp1,List2
10,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3801,exp1,List2
10,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4654,exp1,List1
10,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3375,exp1,List1
10,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2783,exp1,List1
10,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1649,exp1,List2
10,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2173,exp1,List2
10,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2167,exp1,List1
10,202,烟花,名词。旧时指妓女。,沦为烟花。,4,1020,exp1,List1
11,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,3403,exp1,List2
11,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,5583,exp1,List1
11,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,5445,exp1,List2
11,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,5164,exp1,List2
11,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2792,exp1,List2
11,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,9164,exp1,List1
11,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2878,exp1,List1
11,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,4893,exp1,List1
11,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2473,exp1,List1
11,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3211,exp1,List2
12,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,6,3384,exp1,List1
12,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1445,exp1,List2
12,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2718,exp1,List1
12,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3481,exp1,List2
12,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1971,exp1,List1
12,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2370,exp1,List2
12,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,6,1176,exp1,List2
12,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1767,exp1,List1
12,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1462,exp1,List1
12,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,1946,exp1,List2
13,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,3,847,exp1,List2
13,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,5,1270,exp1,List1
13,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,6,1225,exp1,List1
13,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,6,4377,exp1,List2
13,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1779,exp1,List2
13,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2862,exp1,List2
13,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1453,exp1,List2
13,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2523,exp1,List1
13,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,6,1417,exp1,List1
13,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1512,exp1,List1
14,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3684,exp1,List1
14,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2719,exp1,List1
14,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1231,exp1,List1
14,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,5,2104,exp1,List1
14,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1252,exp1,List2
14,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,1,1073,exp1,List2
14,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1891,exp1,List2
14,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1361,exp1,List1
14,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1327,exp1,List2
15,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4968,exp1,List1
15,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,1,3256,exp1,List2
15,202,烟花,名词。旧时指妓女。,沦为烟花。,6,3200,exp1,List1
15,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,5,3968,exp1,List2
15,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,4,2515,exp1,List1
15,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,4,2334,exp1,List2
15,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,6,3538,exp1,List1
15,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3263,exp1,List2
15,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,3101,exp1,List2
16,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,6,10039,exp1,List1
16,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,7407,exp1,List2
16,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,7056,exp1,List1
16,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,4724,exp1,List1
16,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3312,exp1,List2
16,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2391,exp1,List1
16,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2071,exp1,List1
16,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3783,exp1,List2
16,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2629,exp1,List2
